Evidence ID,Instrumento,Versão,Tipo,Componente,Critério,Domínio,Julgamento IA provisório,Base textual,Fonte oficial,Confirmação humana
EV-0813,JBI Systematic Reviews and Research Syntheses,JBI Manual Appendix 9.1 (2024),SYSTEMATIC_REVIEW_APPRAISAL,QUALITATIVE_SYSTEMATIC_REVIEW_EVIDENCE,Q2,inclusion criteria appropriate to question,YES,Abstract; Methods—protocol/eligibility/data synthesis; Results—study selection/synthesised findings; Discussion; Conclusions,https://jbi-global.atlassian.net/wiki/spaces/MANUAL/pages/355830500,
EV-0813,JBI Systematic Reviews and Research Syntheses,JBI Manual Appendix 9.1 (2024),SYSTEMATIC_REVIEW_APPRAISAL,QUALITATIVE_SYSTEMATIC_REVIEW_EVIDENCE,Q3,search strategy appropriate,YES,Abstract; Methods—protocol/eligibility/data synthesis; Results—study selection/synthesised findings; Discussion; Conclusions,https://jbi-global.atlassian.net/wiki/spaces/MANUAL/pages/355830500,
EV-0813,JBI Systematic Reviews and Research Syntheses,JBI Manual Appendix 9.1 (2024),SYSTEMATIC_REVIEW_APPRAISAL,QUALITATIVE_SYSTEMATIC_REVIEW_EVIDENCE,Q4,sources/resources used adequate,YES,Abstract; Methods—protocol/eligibility/data synthesis; Results—study selection/synthesised findings; Discussion; Conclusions,https://jbi-global.atlassian.net/wiki/spaces/MANUAL/pages/355830500,
EV-0813,JBI Systematic Reviews and Research Syntheses,JBI Manual Appendix 9.1 (2024),SYSTEMATIC_REVIEW_APPRAISAL,QUALITATIVE_SYSTEMATIC_REVIEW_EVIDENCE,Q5,criteria for appraising studies appropriate,YES,Abstract; Methods—protocol/eligibility/data synthesis; Results—study selection/synthesised findings; Discussion; Conclusions,https://jbi-global.atlassian.net/wiki/spaces/MANUAL/pages/355830500,
EV-0813,JBI Systematic Reviews and Research Syntheses,JBI Manual Appendix 9.1 (2024),SYSTEMATIC_REVIEW_APPRAISAL,QUALITATIVE_SYSTEMATIC_REVIEW_EVIDENCE,Q6,critical appraisal conducted by two or more reviewers independently,UNCLEAR,Abstract; Methods—protocol/eligibility/data synthesis; Results—study selection/synthesised findings; Discussion; Conclusions,https://jbi-global.atlassian.net/wiki/spaces/MANUAL/pages/355830500,
EV-0813,JBI Systematic Reviews and Research Syntheses,JBI Manual Appendix 9.1 (2024),SYSTEMATIC_REVIEW_APPRAISAL,QUALITATIVE_SYSTEMATIC_REVIEW_EVIDENCE,Q7,methods to minimize errors in data extraction,YES,Abstract; Methods—protocol/eligibility/data synthesis; Results—study selection/synthesised findings; Discussion; Conclusions,https://jbi-global.atlassian.net/wiki/spaces/MANUAL/pages/355830500,
EV-0813,JBI Systematic Reviews and Research Syntheses,JBI Manual Appendix 9.1 (2024),SYSTEMATIC_REVIEW_APPRAISAL,QUALITATIVE_SYSTEMATIC_REVIEW_EVIDENCE,Q8,methods used to combine studies appropriate,YES,Abstract; Methods—protocol/eligibility/data synthesis; Results—study selection/synthesised findings; Discussion; Conclusions,https://jbi-global.atlassian.net/wiki/spaces/MANUAL/pages/355830500,
EV-0813,JBI Systematic Reviews and Research Syntheses,JBI Manual Appendix 9.1 (2024),SYSTEMATIC_REVIEW_APPRAISAL,QUALITATIVE_SYSTEMATIC_REVIEW_EVIDENCE,Q9,likelihood of publication bias assessed where applicable,NOT_APPLICABLE,Abstract; Methods—protocol/eligibility/data synthesis; Results—study selection/synthesised findings; Discussion; Conclusions,https://jbi-global.atlassian.net/wiki/spaces/MANUAL/pages/355830500,
EV-0813,JBI Systematic Reviews and Research Syntheses,JBI Manual Appendix 9.1 (2024),SYSTEMATIC_REVIEW_APPRAISAL,QUALITATIVE_SYSTEMATIC_REVIEW_EVIDENCE,Q10,recommendations supported by data,YES,Abstract; Methods—protocol/eligibility/data synthesis; Results—study selection/synthesised findings; Discussion; Conclusions,https://jbi-global.atlassian.net/wiki/spaces/MANUAL/pages/355830500,
EV-0813,JBI Systematic Reviews and Research Syntheses,JBI Manual Appendix 9.1 (2024),SYSTEMATIC_REVIEW_APPRAISAL,QUALITATIVE_SYSTEMATIC_REVIEW_EVIDENCE,Q11,directives for new research appropriate,YES,Abstract; Methods—protocol/eligibility/data synthesis; Results—study selection/synthesised findings; Discussion; Conclusions,https://jbi-global.atlassian.net/wiki/spaces/MANUAL/pages/355830500,
