evidence_id,tool,tool_version,appraisal_type,component,criterion_code,domain,judgment_ai_provisional,basis,classification_reason,source_url,human_confirmed
EV-0668,SANRA,2019; six-item scale,METHODOLOGICAL_QUALITY_APPRAISAL,NARRATIVE_REVIEW,SANRA,referencing,2,The STEADY Program ¶1–2; Key Components ¶1–8; What Does STEADY Add? ¶10; Next Steps and Implications for Practice ¶1–2,SANRA applies to the explicitly labelled narrative review.,https://doi.org/10.1186/s41073-019-0064-8,
EV-0668,SANRA,2019; six-item scale,METHODOLOGICAL_QUALITY_APPRAISAL,NARRATIVE_REVIEW,SANRA,scientific reasoning,1,The STEADY Program ¶1–2; Key Components ¶1–8; What Does STEADY Add? ¶10; Next Steps and Implications for Practice ¶1–2,SANRA applies to the explicitly labelled narrative review.,https://doi.org/10.1186/s41073-019-0064-8,
EV-0727,JBI Qualitative Research,2017 checklist,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_STUDY,JBI-QUAL,conclusions flow from analysis,YES,Methods—Selection of Participants ¶1; Data Collection ¶1; Data Analysis ¶1; Results—Participant Characteristics ¶1; Themes ¶1; Discussion—Limitations ¶1; Conclusions ¶1,Qualitative interview/focus-group study.,https://jbi.global/critical-appraisal-tools,
EV-0727,JBI Qualitative Research,2017 checklist,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_STUDY,JBI-QUAL,ethics approval,YES,Methods—Selection of Participants ¶1; Data Collection ¶1; Data Analysis ¶1; Results—Participant Characteristics ¶1; Themes ¶1; Discussion—Limitations ¶1; Conclusions ¶1,Qualitative interview/focus-group study.,https://jbi.global/critical-appraisal-tools,
EV-0727,JBI Qualitative Research,2017 checklist,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_STUDY,JBI-QUAL,methodology/data collection congruity,YES,Methods—Selection of Participants ¶1; Data Collection ¶1; Data Analysis ¶1; Results—Participant Characteristics ¶1; Themes ¶1; Discussion—Limitations ¶1; Conclusions ¶1,Qualitative interview/focus-group study.,https://jbi.global/critical-appraisal-tools,
EV-0727,JBI Qualitative Research,2017 checklist,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_STUDY,JBI-QUAL,methodology/data representation/analysis congruity,YES,Methods—Selection of Participants ¶1; Data Collection ¶1; Data Analysis ¶1; Results—Participant Characteristics ¶1; Themes ¶1; Discussion—Limitations ¶1; Conclusions ¶1,Qualitative interview/focus-group study.,https://jbi.global/critical-appraisal-tools,
EV-0727,JBI Qualitative Research,2017 checklist,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_STUDY,JBI-QUAL,methodology/interpretation congruity,YES,Methods—Selection of Participants ¶1; Data Collection ¶1; Data Analysis ¶1; Results—Participant Characteristics ¶1; Themes ¶1; Discussion—Limitations ¶1; Conclusions ¶1,Qualitative interview/focus-group study.,https://jbi.global/critical-appraisal-tools,
EV-0727,JBI Qualitative Research,2017 checklist,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_STUDY,JBI-QUAL,methodology/philosophical perspective congruity,UNCLEAR,Methods—Selection of Participants ¶1; Data Collection ¶1; Data Analysis ¶1; Results—Participant Characteristics ¶1; Themes ¶1; Discussion—Limitations ¶1; Conclusions ¶1,Qualitative interview/focus-group study.,https://jbi.global/critical-appraisal-tools,
EV-0727,JBI Qualitative Research,2017 checklist,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_STUDY,JBI-QUAL,methodology/research question congruity,YES,Methods—Selection of Participants ¶1; Data Collection ¶1; Data Analysis ¶1; Results—Participant Characteristics ¶1; Themes ¶1; Discussion—Limitations ¶1; Conclusions ¶1,Qualitative interview/focus-group study.,https://jbi.global/critical-appraisal-tools,
EV-0727,JBI Qualitative Research,2017 checklist,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_STUDY,JBI-QUAL,participants and voices represented,YES,Methods—Selection of Participants ¶1; Data Collection ¶1; Data Analysis ¶1; Results—Participant Characteristics ¶1; Themes ¶1; Discussion—Limitations ¶1; Conclusions ¶1,Qualitative interview/focus-group study.,https://jbi.global/critical-appraisal-tools,
EV-0727,JBI Qualitative Research,2017 checklist,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_STUDY,JBI-QUAL,researcher culturally/theoretically located,UNCLEAR,Methods—Selection of Participants ¶1; Data Collection ¶1; Data Analysis ¶1; Results—Participant Characteristics ¶1; Themes ¶1; Discussion—Limitations ¶1; Conclusions ¶1,Qualitative interview/focus-group study.,https://jbi.global/critical-appraisal-tools,
EV-0727,JBI Qualitative Research,2017 checklist,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_STUDY,JBI-QUAL,researcher influence addressed,UNCLEAR,Methods—Selection of Participants ¶1; Data Collection ¶1; Data Analysis ¶1; Results—Participant Characteristics ¶1; Themes ¶1; Discussion—Limitations ¶1; Conclusions ¶1,Qualitative interview/focus-group study.,https://jbi.global/critical-appraisal-tools,
EV-0753,JBI Qualitative Research,2017 checklist,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_STUDY,JBI-QUAL,conclusions flow from analysis,YES,Materials and methods—Study sample ¶1–2; Analytic approach ¶2–3; Results ¶1; Implementation sections; Evidence strength and quality ¶1–4; Limitations ¶1–2,Qualitative interview/focus-group study.,https://jbi.global/critical-appraisal-tools,
EV-0753,JBI Qualitative Research,2017 checklist,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_STUDY,JBI-QUAL,ethics approval,YES,Materials and methods—Study sample ¶1–2; Analytic approach ¶2–3; Results ¶1; Implementation sections; Evidence strength and quality ¶1–4; Limitations ¶1–2,Qualitative interview/focus-group study.,https://jbi.global/critical-appraisal-tools,
EV-0753,JBI Qualitative Research,2017 checklist,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_STUDY,JBI-QUAL,methodology/data collection congruity,YES,Materials and methods—Study sample ¶1–2; Analytic approach ¶2–3; Results ¶1; Implementation sections; Evidence strength and quality ¶1–4; Limitations ¶1–2,Qualitative interview/focus-group study.,https://jbi.global/critical-appraisal-tools,
EV-0753,JBI Qualitative Research,2017 checklist,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_STUDY,JBI-QUAL,methodology/data representation/analysis congruity,YES,Materials and methods—Study sample ¶1–2; Analytic approach ¶2–3; Results ¶1; Implementation sections; Evidence strength and quality ¶1–4; Limitations ¶1–2,Qualitative interview/focus-group study.,https://jbi.global/critical-appraisal-tools,
EV-0753,JBI Qualitative Research,2017 checklist,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_STUDY,JBI-QUAL,methodology/interpretation congruity,YES,Materials and methods—Study sample ¶1–2; Analytic approach ¶2–3; Results ¶1; Implementation sections; Evidence strength and quality ¶1–4; Limitations ¶1–2,Qualitative interview/focus-group study.,https://jbi.global/critical-appraisal-tools,
EV-0753,JBI Qualitative Research,2017 checklist,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_STUDY,JBI-QUAL,methodology/philosophical perspective congruity,UNCLEAR,Materials and methods—Study sample ¶1–2; Analytic approach ¶2–3; Results ¶1; Implementation sections; Evidence strength and quality ¶1–4; Limitations ¶1–2,Qualitative interview/focus-group study.,https://jbi.global/critical-appraisal-tools,
EV-0753,JBI Qualitative Research,2017 checklist,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_STUDY,JBI-QUAL,methodology/research question congruity,YES,Materials and methods—Study sample ¶1–2; Analytic approach ¶2–3; Results ¶1; Implementation sections; Evidence strength and quality ¶1–4; Limitations ¶1–2,Qualitative interview/focus-group study.,https://jbi.global/critical-appraisal-tools,
EV-0753,JBI Qualitative Research,2017 checklist,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_STUDY,JBI-QUAL,participants and voices represented,YES,Materials and methods—Study sample ¶1–2; Analytic approach ¶2–3; Results ¶1; Implementation sections; Evidence strength and quality ¶1–4; Limitations ¶1–2,Qualitative interview/focus-group study.,https://jbi.global/critical-appraisal-tools,
EV-0753,JBI Qualitative Research,2017 checklist,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_STUDY,JBI-QUAL,researcher culturally/theoretically located,UNCLEAR,Materials and methods—Study sample ¶1–2; Analytic approach ¶2–3; Results ¶1; Implementation sections; Evidence strength and quality ¶1–4; Limitations ¶1–2,Qualitative interview/focus-group study.,https://jbi.global/critical-appraisal-tools,
EV-0753,JBI Qualitative Research,2017 checklist,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_STUDY,JBI-QUAL,researcher influence addressed,UNCLEAR,Materials and methods—Study sample ¶1–2; Analytic approach ¶2–3; Results ¶1; Implementation sections; Evidence strength and quality ¶1–4; Limitations ¶1–2,Qualitative interview/focus-group study.,https://jbi.global/critical-appraisal-tools,
EV-0758,JBI Textual Evidence: Expert Opinion,current checklist; McArthur et al. 2025; file published 2026-05,TEXTUAL_EVIDENCE_APPRAISAL,EXPERT_OPINION,1,Is the source of the opinion clearly identified?,YES,Article front matter identifies four named authors and the Wandersman Center affiliation.,The article advances and defends a conceptual implementation tool using illustrative cases without a reproducible empirical study method. It is not a first-person event narrative and is not a policy/consensus guideline; Expert Opinion is the applicable current JBI textual-evidence class.,https://jbi.global/sites/default/files/2026-05/2.Checklist_Textual_Evidence_Opinion.docx,
EV-0758,JBI Textual Evidence: Expert Opinion,current checklist; McArthur et al. 2025; file published 2026-05,TEXTUAL_EVIDENCE_APPRAISAL,EXPERT_OPINION,2,Does the source of the opinion have standing in the field of expertise?,UNCLEAR,Article front matter gives an organizational affiliation but does not report qualifications or roles sufficient to fully establish standing for all authors.,The article advances and defends a conceptual implementation tool using illustrative cases without a reproducible empirical study method. It is not a first-person event narrative and is not a policy/consensus guideline; Expert Opinion is the applicable current JBI textual-evidence class.,https://jbi.global/sites/default/files/2026-05/2.Checklist_Textual_Evidence_Opinion.docx,
EV-0758,JBI Textual Evidence: Expert Opinion,current checklist; McArthur et al. 2025; file published 2026-05,TEXTUAL_EVIDENCE_APPRAISAL,EXPERT_OPINION,3,Are the interests of the relevant population the central focus of the opinion?,UNCLEAR,"Readiness, Resilience and Recovery ¶1–4; RRR in Practice ¶1–2: organizational users are discussed, but centrality of intended populations versus tool promotion is not fully established.",The article advances and defends a conceptual implementation tool using illustrative cases without a reproducible empirical study method. It is not a first-person event narrative and is not a policy/consensus guideline; Expert Opinion is the applicable current JBI textual-evidence class.,https://jbi.global/sites/default/files/2026-05/2.Checklist_Textual_Evidence_Opinion.docx,
EV-0758,JBI Textual Evidence: Expert Opinion,current checklist; McArthur et al. 2025; file published 2026-05,TEXTUAL_EVIDENCE_APPRAISAL,EXPERT_OPINION,4,Does the opinion demonstrate a logically defended argument to support the conclusions drawn?,YES,Overview of Readiness; RRR in Practice; Discussion—RRR and Implementation Science Conceptualizations ¶1–3; Next Steps ¶1–5: the conceptual position is argued and its limits are acknowledged.,The article advances and defends a conceptual implementation tool using illustrative cases without a reproducible empirical study method. It is not a first-person event narrative and is not a policy/consensus guideline; Expert Opinion is the applicable current JBI textual-evidence class.,https://jbi.global/sites/default/files/2026-05/2.Checklist_Textual_Evidence_Opinion.docx,
EV-0758,JBI Textual Evidence: Expert Opinion,current checklist; McArthur et al. 2025; file published 2026-05,TEXTUAL_EVIDENCE_APPRAISAL,EXPERT_OPINION,5,Is there reference to the extant literature?,YES,"The paper cites implementation, readiness, resilience and evaluation literature throughout.",The article advances and defends a conceptual implementation tool using illustrative cases without a reproducible empirical study method. It is not a first-person event narrative and is not a policy/consensus guideline; Expert Opinion is the applicable current JBI textual-evidence class.,https://jbi.global/sites/default/files/2026-05/2.Checklist_Textual_Evidence_Opinion.docx,
EV-0758,JBI Textual Evidence: Expert Opinion,current checklist; McArthur et al. 2025; file published 2026-05,TEXTUAL_EVIDENCE_APPRAISAL,EXPERT_OPINION,6,Is any incongruence with the literature/sources logically defended?,UNCLEAR,Next Steps ¶1–5 recognizes missing validation but does not systematically identify and defend incongruence with alternative or dominant positions.,The article advances and defends a conceptual implementation tool using illustrative cases without a reproducible empirical study method. It is not a first-person event narrative and is not a policy/consensus guideline; Expert Opinion is the applicable current JBI textual-evidence class.,https://jbi.global/sites/default/files/2026-05/2.Checklist_Textual_Evidence_Opinion.docx,
EV-0787,MMAT,2018,METHODOLOGICAL_QUALITY_APPRAISAL,MIXED_METHODS_INTEGRATION,5.1,Is there an adequate rationale for using a mixed methods design to address the research question?,YES,Methods—Design ¶1; Participants/Community Partner Groups ¶1; Procedures—Semi-structured Interviews ¶1; Quantitative Implementation Metrics ¶1–3; Analysis Plan ¶1–3; Results—Participant Characteristics ¶1; Quantitative Metrics ¶1; Discussion ¶1; Study Strengths and Limitations ¶1,MMAT 2018 requires the applicable component appraisal in addition to mixed-method integration criteria.,https://mixedmethodsappraisaltoolpublic.pbworks.com/w/file/fetch/127916259/MMAT_2018_criteria%20manual_2018%20-08-01_ENG.pdf,
EV-0787,MMAT,2018,METHODOLOGICAL_QUALITY_APPRAISAL,MIXED_METHODS_INTEGRATION,5.2,Are the different components of the study effectively integrated to answer the research question?,YES,Methods—Design ¶1; Participants/Community Partner Groups ¶1; Procedures—Semi-structured Interviews ¶1; Quantitative Implementation Metrics ¶1–3; Analysis Plan ¶1–3; Results—Participant Characteristics ¶1; Quantitative Metrics ¶1; Discussion ¶1; Study Strengths and Limitations ¶1,MMAT 2018 requires the applicable component appraisal in addition to mixed-method integration criteria.,https://mixedmethodsappraisaltoolpublic.pbworks.com/w/file/fetch/127916259/MMAT_2018_criteria%20manual_2018%20-08-01_ENG.pdf,
EV-0787,MMAT,2018,METHODOLOGICAL_QUALITY_APPRAISAL,MIXED_METHODS_INTEGRATION,5.3,Are the outputs of the integration of qualitative and quantitative components adequately interpreted?,YES,Methods—Design ¶1; Participants/Community Partner Groups ¶1; Procedures—Semi-structured Interviews ¶1; Quantitative Implementation Metrics ¶1–3; Analysis Plan ¶1–3; Results—Participant Characteristics ¶1; Quantitative Metrics ¶1; Discussion ¶1; Study Strengths and Limitations ¶1,MMAT 2018 requires the applicable component appraisal in addition to mixed-method integration criteria.,https://mixedmethodsappraisaltoolpublic.pbworks.com/w/file/fetch/127916259/MMAT_2018_criteria%20manual_2018%20-08-01_ENG.pdf,
EV-0787,MMAT,2018,METHODOLOGICAL_QUALITY_APPRAISAL,MIXED_METHODS_INTEGRATION,5.4,Are divergences and inconsistencies between quantitative and qualitative results adequately addressed?,YES,Methods—Design ¶1; Participants/Community Partner Groups ¶1; Procedures—Semi-structured Interviews ¶1; Quantitative Implementation Metrics ¶1–3; Analysis Plan ¶1–3; Results—Participant Characteristics ¶1; Quantitative Metrics ¶1; Discussion ¶1; Study Strengths and Limitations ¶1,MMAT 2018 requires the applicable component appraisal in addition to mixed-method integration criteria.,https://mixedmethodsappraisaltoolpublic.pbworks.com/w/file/fetch/127916259/MMAT_2018_criteria%20manual_2018%20-08-01_ENG.pdf,
EV-0787,MMAT,2018,METHODOLOGICAL_QUALITY_APPRAISAL,MIXED_METHODS_INTEGRATION,5.5,Do the different components of the study adhere to the quality criteria of each tradition of the methods involved?,NO,The quantitative component fails 4.2 and 4.3 and leaves 4.4 indeterminate; therefore component quality cannot be represented by one generic adequate/unclear field.,MMAT 2018 requires the applicable component appraisal in addition to mixed-method integration criteria.,https://mixedmethodsappraisaltoolpublic.pbworks.com/w/file/fetch/127916259/MMAT_2018_criteria%20manual_2018%20-08-01_ENG.pdf,
EV-0787,MMAT,2018,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_COMPONENT,1.1,Is the qualitative approach appropriate to answer the research question?,YES,Methods—Design ¶1; Participants/Community Partner Groups ¶1; Procedures—Semi-structured Interviews ¶1; Quantitative Implementation Metrics ¶1–3; Analysis Plan ¶1–3; Results—Participant Characteristics ¶1; Quantitative Metrics ¶1; Discussion ¶1; Study Strengths and Limitations ¶1,MMAT 2018 requires the applicable component appraisal in addition to mixed-method integration criteria.,https://mixedmethodsappraisaltoolpublic.pbworks.com/w/file/fetch/127916259/MMAT_2018_criteria%20manual_2018%20-08-01_ENG.pdf,
EV-0787,MMAT,2018,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_COMPONENT,1.2,Are the qualitative data collection methods adequate to address the research question?,YES,Methods—Design ¶1; Participants/Community Partner Groups ¶1; Procedures—Semi-structured Interviews ¶1; Quantitative Implementation Metrics ¶1–3; Analysis Plan ¶1–3; Results—Participant Characteristics ¶1; Quantitative Metrics ¶1; Discussion ¶1; Study Strengths and Limitations ¶1,MMAT 2018 requires the applicable component appraisal in addition to mixed-method integration criteria.,https://mixedmethodsappraisaltoolpublic.pbworks.com/w/file/fetch/127916259/MMAT_2018_criteria%20manual_2018%20-08-01_ENG.pdf,
EV-0787,MMAT,2018,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_COMPONENT,1.3,Are the findings adequately derived from the data?,YES,Methods—Design ¶1; Participants/Community Partner Groups ¶1; Procedures—Semi-structured Interviews ¶1; Quantitative Implementation Metrics ¶1–3; Analysis Plan ¶1–3; Results—Participant Characteristics ¶1; Quantitative Metrics ¶1; Discussion ¶1; Study Strengths and Limitations ¶1,MMAT 2018 requires the applicable component appraisal in addition to mixed-method integration criteria.,https://mixedmethodsappraisaltoolpublic.pbworks.com/w/file/fetch/127916259/MMAT_2018_criteria%20manual_2018%20-08-01_ENG.pdf,
EV-0787,MMAT,2018,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_COMPONENT,1.4,Is the interpretation of results sufficiently substantiated by data?,YES,Methods—Design ¶1; Participants/Community Partner Groups ¶1; Procedures—Semi-structured Interviews ¶1; Quantitative Implementation Metrics ¶1–3; Analysis Plan ¶1–3; Results—Participant Characteristics ¶1; Quantitative Metrics ¶1; Discussion ¶1; Study Strengths and Limitations ¶1,MMAT 2018 requires the applicable component appraisal in addition to mixed-method integration criteria.,https://mixedmethodsappraisaltoolpublic.pbworks.com/w/file/fetch/127916259/MMAT_2018_criteria%20manual_2018%20-08-01_ENG.pdf,
EV-0787,MMAT,2018,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_COMPONENT,1.5,"Is there coherence between qualitative data sources, collection, analysis and interpretation?",YES,Methods—Design ¶1; Participants/Community Partner Groups ¶1; Procedures—Semi-structured Interviews ¶1; Quantitative Implementation Metrics ¶1–3; Analysis Plan ¶1–3; Results—Participant Characteristics ¶1; Quantitative Metrics ¶1; Discussion ¶1; Study Strengths and Limitations ¶1,MMAT 2018 requires the applicable component appraisal in addition to mixed-method integration criteria.,https://mixedmethodsappraisaltoolpublic.pbworks.com/w/file/fetch/127916259/MMAT_2018_criteria%20manual_2018%20-08-01_ENG.pdf,
EV-0787,MMAT,2018,METHODOLOGICAL_QUALITY_APPRAISAL,QUANTITATIVE_DESCRIPTIVE_COMPONENT,4.1,Is the sampling strategy relevant to address the research question?,YES,Methods—Design ¶1; Participants/Community Partner Groups ¶1; Procedures—Semi-structured Interviews ¶1; Quantitative Implementation Metrics ¶1–3; Analysis Plan ¶1–3; Results—Participant Characteristics ¶1; Quantitative Metrics ¶1; Discussion ¶1; Study Strengths and Limitations ¶1,The quantitative component reports cross-sectional implementation and sustainability survey scores descriptively; it does not allocate an intervention or estimate a causal exposure-outcome association.,https://mixedmethodsappraisaltoolpublic.pbworks.com/w/file/fetch/127916259/MMAT_2018_criteria%20manual_2018%20-08-01_ENG.pdf,
EV-0787,MMAT,2018,METHODOLOGICAL_QUALITY_APPRAISAL,QUANTITATIVE_DESCRIPTIVE_COMPONENT,4.2,Is the sample representative of the target population?,NO,Small self-selected stakeholder groups cannot represent the full target populations.,The quantitative component reports cross-sectional implementation and sustainability survey scores descriptively; it does not allocate an intervention or estimate a causal exposure-outcome association.,https://mixedmethodsappraisaltoolpublic.pbworks.com/w/file/fetch/127916259/MMAT_2018_criteria%20manual_2018%20-08-01_ENG.pdf,
EV-0787,MMAT,2018,METHODOLOGICAL_QUALITY_APPRAISAL,QUANTITATIVE_DESCRIPTIVE_COMPONENT,4.3,Are the measurements appropriate?,NO,The modified AMHR measure was explicitly not validated for US community access points; PSAT validity does not remove that component-level defect.,The quantitative component reports cross-sectional implementation and sustainability survey scores descriptively; it does not allocate an intervention or estimate a causal exposure-outcome association.,https://mixedmethodsappraisaltoolpublic.pbworks.com/w/file/fetch/127916259/MMAT_2018_criteria%20manual_2018%20-08-01_ENG.pdf,
EV-0787,MMAT,2018,METHODOLOGICAL_QUALITY_APPRAISAL,QUANTITATIVE_DESCRIPTIVE_COMPONENT,4.4,Is the risk of nonresponse bias low?,CAN'T TELL,Recruitment denominators and response rates needed to establish low nonresponse bias are not reported.,The quantitative component reports cross-sectional implementation and sustainability survey scores descriptively; it does not allocate an intervention or estimate a causal exposure-outcome association.,https://mixedmethodsappraisaltoolpublic.pbworks.com/w/file/fetch/127916259/MMAT_2018_criteria%20manual_2018%20-08-01_ENG.pdf,
EV-0787,MMAT,2018,METHODOLOGICAL_QUALITY_APPRAISAL,QUANTITATIVE_DESCRIPTIVE_COMPONENT,4.5,Is the statistical analysis appropriate to answer the research question?,YES,Methods—Design ¶1; Participants/Community Partner Groups ¶1; Procedures—Semi-structured Interviews ¶1; Quantitative Implementation Metrics ¶1–3; Analysis Plan ¶1–3; Results—Participant Characteristics ¶1; Quantitative Metrics ¶1; Discussion ¶1; Study Strengths and Limitations ¶1,The quantitative component reports cross-sectional implementation and sustainability survey scores descriptively; it does not allocate an intervention or estimate a causal exposure-outcome association.,https://mixedmethodsappraisaltoolpublic.pbworks.com/w/file/fetch/127916259/MMAT_2018_criteria%20manual_2018%20-08-01_ENG.pdf,
EV-0787,MMAT,2018,METHODOLOGICAL_QUALITY_APPRAISAL,SCREENING,S1,Are there clear research questions?,YES,Methods—Design ¶1; Participants/Community Partner Groups ¶1; Procedures—Semi-structured Interviews ¶1; Quantitative Implementation Metrics ¶1–3; Analysis Plan ¶1–3; Results—Participant Characteristics ¶1; Quantitative Metrics ¶1; Discussion ¶1; Study Strengths and Limitations ¶1,MMAT 2018 requires the applicable component appraisal in addition to mixed-method integration criteria.,https://mixedmethodsappraisaltoolpublic.pbworks.com/w/file/fetch/127916259/MMAT_2018_criteria%20manual_2018%20-08-01_ENG.pdf,
EV-0787,MMAT,2018,METHODOLOGICAL_QUALITY_APPRAISAL,SCREENING,S2,Do the collected data allow to address the research questions?,YES,Methods—Design ¶1; Participants/Community Partner Groups ¶1; Procedures—Semi-structured Interviews ¶1; Quantitative Implementation Metrics ¶1–3; Analysis Plan ¶1–3; Results—Participant Characteristics ¶1; Quantitative Metrics ¶1; Discussion ¶1; Study Strengths and Limitations ¶1,MMAT 2018 requires the applicable component appraisal in addition to mixed-method integration criteria.,https://mixedmethodsappraisaltoolpublic.pbworks.com/w/file/fetch/127916259/MMAT_2018_criteria%20manual_2018%20-08-01_ENG.pdf,
