Evidence_ID,Title,Year,DOI,PMID,Country,Population,Study_Design,Domain,Pass1,Pass2,Pass3,Priority,Manuscript_Layer,Section,Citation_Fitness,Contradictory,Replace_Existing,Full_Text_Required,Integrity,Freeze_Change,Why_Useful,Source_URL
EV-0204,Graduation-stage physical fitness as a predictor of operational performance and injury risk among police recruits: a prospective cohort study.,2025,10.1136/bmjsem-2025-002871,41306450,,,Journal Article,Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/41306450/
EV-0211,Military Families: Resilience Through Strength.,2025,10.1093/milmed/usaf467,41259130,,,"Introductory Journal Article; Research Support, U.S. Gov't, Non-P.H.S.",Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/41259130/
EV-0222,Tailored strategies to increase the use of an evidence-based psychotherapy for posttraumatic stress disorder: A stepped-wedge randomized trial in military clinics.,2025,10.1016/j.janxdis.2025.103080,41202565,,,Journal Article; Randomized Controlled Trial,Mental health / stress,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,Both,Organizational Health Context / Discussao,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/41202565/
EV-0225,"Adaptation, implementation, and evaluation of a protective mental health intervention (Resilient minds) for Canadian volunteer firefighters.",2026,10.1016/j.comppsych.2025.152643,41175613,,,"Journal Article; Research Support, Non-U.S. Gov't",Mental health / stress,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Organizational Health Context / Discussao,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/41175613/
EV-0230,Psychological stress and physiological outcomes: investigating the impact of attention biases and emotional regulation in Chinese military service members.,2025,10.1186/s12889-025-23924-5,41136962,,,Journal Article,Mental health / stress,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Organizational Health Context / Discussao,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/41136962/
EV-0232,Impact of Acoustic Gunshot Detection Technology on Prehospital Transport and Time to Treatment: A Narrative Review With Directions for Future Military Conflicts.,2026,10.1093/milmed/usaf505,41124342,,,Journal Article; Review,Tactical medicine / TCCC / TECC / APH,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Tactical Medicine Readiness / APH-Tatico,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/41124342/
EV-0236,"Low Energy Availability Prevalence, Dietary Habits, and Sleep in Female Army ROTC Cadets.",2025,10.70252/vrdk5031,41079001,,,Journal Article,Nutrition / shift work,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Nutrition and Schedule Load / Nutricao e jornadas,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/41079001/
EV-0244,Comparison of Self-Reported Intake Versus Military Dietary Reference Intakes in Deployed Special Operations Forces Soldiers.,2026,10.1093/milmed/usaf453,40997140,,,Journal Article,Nutrition / shift work,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Nutrition and Schedule Load / Nutricao e jornadas,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/40997140/
EV-0246,Low-Carbohydrate High-Fat Diets for Military Performance: A Strategy for Realizing Performance Advantage on the Battlefield?,2026,10.1093/milmed/usaf437,40990074,,,Journal Article,Nutrition / shift work,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Nutrition and Schedule Load / Nutricao e jornadas,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/40990074/
EV-0252,Why innovations in policing don't work or don't translate: An implementation science survey of US police leaders.,2025,10.1080/15614263.2025.2512806,40979841,,,Journal Article,Implementation science,HIGH_RELEVANCE,GAP_CLOSURE_CANDIDATE,FULL_TEXT_REVIEW,P0 — CRITICAL,International,Implementation Considerations / Implementacao,POTENTIAL_GAP_CLOSURE,NO,NO,YES,Verified — clear,NO,Potential structural-gap closure,https://pubmed.ncbi.nlm.nih.gov/40979841/
EV-0264,Impact of Age and Years in the Fire Service on Firefighter Health and Physical Performance Outcomes.,2025,10.3390/healthcare13161946,40868561,,,Journal Article,Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/40868561/
EV-0266,Knee Injuries in First Responders.,2026,10.5435/jaaos-d-25-00661,40854167,,,Journal Article; Review,Musculoskeletal injury,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Operational Implications / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/40854167/
EV-0273,Small Arms Marksmanship Accuracy Surrounding Fresh Whole Blood Donation in the U.S. Army Conventional Soldier.,2026,10.1093/milmed/usaf402,40796102,,,Journal Article,Cognition / firearm performance,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Cognition and Firearm-Task Performance / Cognicao e tiro,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/40796102/
EV-0289,The Army Combat Fitness Test (ACFT) and the Health of the Active Component: Understanding the Link Between the ACFT and Personnel Health and Injuries.,2025,,40613065,,,Journal Article,Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/40613065/
EV-0292,An Analysis of Research Trends on Sleep Hygiene in Soldiers Using a Scoping Review.,2026,10.1093/milmed/usaf260,40581606,,,"Journal Article; Research Support, Non-U.S. Gov't; Scoping Review",Sleep / fatigue / recovery,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Integrated Operational Readiness / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/40581606/
EV-0294,"Effects of Pork Protein Ingestion Prior to and Following Performing the Army Combat Fitness Test on Markers of Catabolism, Inflammation, and Recovery.",2025,10.3390/nu17121995,40573107,,,Journal Article; Randomized Controlled Trial,Sleep / fatigue / recovery,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,Both,Integrated Operational Readiness / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/40573107/
EV-0295,"The Effect of Fitness on Performance, Exertion, and Cognition During Simulated Firefighter Occupational Tasks.",2025,10.3390/jfmk10020129,40566425,,,Journal Article,Cognition / firearm performance,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Cognition and Firearm-Task Performance / Cognicao e tiro,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/40566425/
EV-0299,Combat Casualty Care in Arctic or Extreme Cold Environments: Considerations for the Army Health System.,2025,10.55460/gvpx-ubr3,40540537,,,Journal Article,Tactical medicine / TCCC / TECC / APH,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Tactical Medicine Readiness / APH-Tatico,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/40540537/
EV-0311,Efficacy and acceptability of different blood flow restriction training interventions during the rehabilitation of military personnel with lower limb musculoskeletal injuries: protocol for a two-phase randomised controlled trial.,2025,10.1136/bmjopen-2024-096643,40425246,,,Clinical Trial Protocol; Journal Article,Musculoskeletal injury,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Operational Implications / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/40425246/
EV-0315,"Examining the Relationship Between Resilience, Mental Health and Fitness Outcomes in Firefighters.",2025,10.3390/jfmk10020142,40407426,,,Journal Article,Mental health / stress,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Organizational Health Context / Discussao,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/40407426/
EV-0317,Leg Tuck or Plank? Critical Decisions to Optimize Physical Fitness Assessment in Army Personnel.,2025,10.1519/jsc.0000000000005119,40403188,,,Journal Article,Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/40403188/
EV-0322,Toward promoting performance nutrition behaviors among tactical athletes: a mixed methods study.,2025,10.1080/15502783.2025.2492186,40314558,,,Journal Article,Nutrition / shift work,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Nutrition and Schedule Load / Nutricao e jornadas,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/40314558/
EV-0328,Optimizing the Self-Directed Training Kiosk for Tactical Combat Casualty Care Skills Among Chinese Military Service Members: A Kano Model Approach.,2025,10.1093/milmed/usaf130,40266606,,,"Journal Article; Research Support, Non-U.S. Gov't",Tactical medicine / TCCC / TECC / APH,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Tactical Medicine Readiness / APH-Tatico,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/40266606/
EV-0334,CounterFlow Hemostatic Gauze Provides Military Medics Confidence and Demonstrates Effective Hemorrhage Control in a Live Tissue Simulation.,2025,10.1093/milmed/usaf057,40156908,,,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",Tactical medicine / TCCC / TECC / APH,HIGH_RELEVANCE,GAP_CLOSURE_CANDIDATE,FULL_TEXT_REVIEW,P0 — CRITICAL,International,Tactical Medicine Readiness / APH-Tatico,POTENTIAL_GAP_CLOSURE,NO,NO,YES,Verified — clear,NO,Potential structural-gap closure,https://pubmed.ncbi.nlm.nih.gov/40156908/
EV-0337,Assessing Cardiovascular Risk Among Polish Soldiers: Insights Using the POL SCORE Tool.,2025,10.3390/jcm14062130,40142938,,,Journal Article,Medical / cardiovascular readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Medical and Cardiovascular Readiness / Saude e prontidao medica,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/40142938/
EV-0370,Dietary Nutrient Adequacy in Aeronautical Military Personnel in Spain: Strengths and Weaknesses.,2024,10.3390/nu17010092,39796526,,,Journal Article,Nutrition / shift work,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Nutrition and Schedule Load / Nutricao e jornadas,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/39796526/
EV-0373,Hazardous alcohol use and cardiometabolic risk among firefighters.,2025,10.1111/acer.15517,39746845,,,Journal Article,Medical / cardiovascular readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Medical and Cardiovascular Readiness / Saude e prontidao medica,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/39746845/
EV-0377,US Army Accession and Retention Standards: Impact on Obesity and Medical Readiness.,2025,10.1093/milmed/usae554,39721003,,,Journal Article,Medical / cardiovascular readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Medical and Cardiovascular Readiness / Saude e prontidao medica,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/39721003/
EV-0383,Methodology used to develop the minimum common data elements for surveillance and Reporting of Musculoskeletal Injuries in the MILitary (ROMMIL) statement.,2024,10.12688/f1000research.152514.2,39649840,,,Journal Article,Musculoskeletal injury,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Operational Implications / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/39649840/
EV-0386,Impact of astaxanthin supplementation on markers of cardiometabolic health and tactical performance among firefighters.,2024,10.1080/15502783.2024.2427751,39568140,,,Journal Article; Randomized Controlled Trial,Medical / cardiovascular readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,REPLACE_EXISTING_CANDIDATE,P1 — HIGH,Both,Medical and Cardiovascular Readiness / Saude e prontidao medica,POTENTIAL_DIRECT_SUPPORT,NO,YES,YES,Verified — clear,YES — REVIEW REQUIRED,Potentially stronger evidence than current domain support,https://pubmed.ncbi.nlm.nih.gov/39568140/
EV-0388,Acute exercise impacts heart rate variability but not cognitive flexibility during subsequent simulated firefighter occupational tasks.,2025,10.1007/s00421-024-05650-9,39537898,,,Journal Article,Cognition / firearm performance,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Cognition and Firearm-Task Performance / Cognicao e tiro,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/39537898/
EV-0389,Likelihood of fitness improvements during a standardised physical fitness programme in US Army trainees of different fitness levels.,2025,10.1136/military-2024-002763,39537367,,,Journal Article,Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/39537367/
EV-0390,Decision-making during training of a Swedish navy command and control team: a quantitative study of workload effects.,2025,10.1007/s10339-024-01242-9,39535672,,,Journal Article,Cognition / firearm performance,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Cognition and Firearm-Task Performance / Cognicao e tiro,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/39535672/
EV-0402,Hydration Considerations to Improve the Physical Performance and Health of Firefighters.,2024,10.3390/jfmk9040182,39449476,,,Journal Article; Review,Hydration / heat / thermoregulation,HIGH_RELEVANCE,GAP_CLOSURE_CANDIDATE,FULL_TEXT_REVIEW,P0 — CRITICAL,International,Medical and Cardiovascular Readiness / Discussion,POTENTIAL_GAP_CLOSURE,NO,NO,YES,Verified — clear,NO,Potential structural-gap closure,https://pubmed.ncbi.nlm.nih.gov/39449476/
EV-0403,"Combat readiness, alcohol abuse, and posttraumatic stress disorder among Uganda peoples' defence forces soldiers.",2024,10.1186/s40359-024-02068-y,39434185,,,Journal Article,Mental health / stress,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Organizational Health Context / Discussao,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/39434185/
EV-0426,Dietary Supplementation on Physical Performance and Recovery in Active-Duty Military Personnel: A Systematic Review of Randomized and Quasi-Experimental Controlled Trials.,2024,10.3390/nu16162746,39203882,,,Journal Article; Systematic Review,Nutrition / shift work,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,REPLACE_EXISTING_CANDIDATE,P1 — HIGH,Both,Nutrition and Schedule Load / Nutricao e jornadas,POTENTIAL_DIRECT_SUPPORT,NO,YES,YES,Verified — clear,YES — REVIEW REQUIRED,Potentially stronger evidence than current domain support,https://pubmed.ncbi.nlm.nih.gov/39203882/
EV-0427,Associations between Dietary Intake and Cardiovascular Disease Risk in American Career Firefighters: An Observational Study.,2024,10.3390/jfmk9030132,39189217,,,Journal Article,Nutrition / shift work,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Nutrition and Schedule Load / Nutricao e jornadas,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/39189217/
EV-0442,What About Water? Implications for Body Composition Assessment in Military Personnel.,2024,10.1519/jsc.0000000000004840,39074192,,,Journal Article; Review,Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/39074192/
EV-0443,Detraining's Effects on Cardiorespiratory Fitness and Maximal and Explosive Strength in Army Soldiers: Does Age Matter?,2024,10.3390/sports12070183,39058074,,,Journal Article,Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/39058074/
EV-0459,"Nutrition as a military capability to deliver human advantage: more people, more ready, more of the time.",2025,10.1136/military-2024-002738,38942432,,,Journal Article; Review,Nutrition / shift work,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Nutrition and Schedule Load / Nutricao e jornadas,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/38942432/
EV-0462,Personal protective equipment impacts firefighters' anaerobic fitness.,2024,10.1093/occmed/kqae046,38917477,,,Journal Article,Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/38917477/
EV-0473,Comparison of different periodization models on isotonic and isokinetic muscle strength and lean mass in tactical athletes.,2024,10.1016/j.jbmt.2024.01.021,38763574,,,Journal Article,Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/38763574/
EV-0475,"The Association Between Grip Strength, Upper Body Power, and Limb Dominance in a Military Population.",2024,10.1093/milmed/usae227,38739492,,,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.",Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/38739492/
EV-0482,Impact of a Special Operations Forces Basic Training on Body Composition and Energy Expenditure.,2024,10.1093/milmed/usad494,38602455,,,Journal Article,Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/38602455/
EV-0503,Barriers and enablers to implementing police mental health co-responder programs: A qualitative study using the consolidated framework for implementation research.,2024,10.1177/26334895231220259,38322801,,,Journal Article,Mental health / stress,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Organizational Health Context / Discussao,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/38322801/
EV-0504,Examining how organizational leaders perceive internet-delivered cognitive behavioural therapy for public safety personnel using the RE-AIM implementation framework.,2024,10.1016/j.invent.2024.100718,38318086,,,Journal Article,Cognition / firearm performance,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Cognition and Firearm-Task Performance / Cognicao e tiro,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/38318086/
EV-0507,Feeling the Strain: Understanding the Relationship between Stress and Physical Activity in Members of the Royal Canadian Navy.,2024,10.1093/milmed/usae006,38302089,,,Journal Article,Musculoskeletal injury,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Operational Implications / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/38302089/
EV-0511,"The Tactical Athlete: Definitions, Cardiovascular Assessment, and Management, and ""Fit for Duty"" Standards.",2024,10.1016/j.ccep.2023.09.010,38280817,,,Journal Article; Review,Medical / cardiovascular readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Medical and Cardiovascular Readiness / Saude e prontidao medica,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/38280817/
EV-0518,Macrotraumatic Fractures of the Multisegmented Ankle-Foot Complex in Military Tactical Athletes: A Cohort Study.,2023,10.7547/22-114,38175726,,,Journal Article,Musculoskeletal injury,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Operational Implications / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/38175726/
EV-0519,Body composition as a marker of performance and health in military personnel.,2023,10.3389/fspor.2023.1223254,38169866,,,Journal Article; Review,Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/38169866/
EV-0521,"The Effects of Protein and Carbohydrate Supplementation, with and without Creatine, on Occupational Performance in Firefighters.",2023,10.3390/nu15245134,38140393,,,Journal Article; Randomized Controlled Trial,Nutrition / shift work,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,REPLACE_EXISTING_CANDIDATE,P1 — HIGH,Both,Nutrition and Schedule Load / Nutricao e jornadas,POTENTIAL_DIRECT_SUPPORT,NO,YES,YES,Verified — clear,YES — REVIEW REQUIRED,Potentially stronger evidence than current domain support,https://pubmed.ncbi.nlm.nih.gov/38140393/
EV-0523,Implementation science in action: national organization of an ambitious first responder training program.,2023,10.1136/tsaco-2023-001292,38115970,,,Comment; Journal Article,Implementation science,HIGH_RELEVANCE,GAP_CLOSURE_CANDIDATE,FULL_TEXT_REVIEW,P0 — CRITICAL,International,Implementation Considerations / Implementacao,POTENTIAL_GAP_CLOSURE,NO,NO,YES,Verified — clear,NO,Potential structural-gap closure,https://pubmed.ncbi.nlm.nih.gov/38115970/
EV-0524,The effect of mild to moderate COVID-19 infection on the cardiorespiratory fitness of firefighters.,2023,10.3389/fpubh.2023.1308605,38106889,,,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.",Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/38106889/
