evidence_id,pmid,zotero_key,field,previous_value,current_primary_value,resolution_status,resolution_reason,primary_source_url,verification_date,canonical_master_changed
EV-0764,34471570,EZID9QIA,authors,"Miller, David W | Roseen, Eric J | Stone, Jennifer A M | Gardiner, Paula | Olson, Juli | Rosen, Shellie | Wayne, Peter | Davis, Robert | Coeytaux, Remy","Miller, David W | Roseen, Eric J | Stone, Jennifer A M | Gardiner, Paula | Olson, Juli | Rosen, Shellie | Wayne, Peter | Davis, Robert | Coeytaux, Remy | PCORI-SAR Stakeholder Group",RESOLVED_CURRENT_PUBMED_AUTHORSHIP,"Preservar valor anterior e usar a autoria PubMed atual no fluxo derivado, incluindo autoria coletiva/diacríticos.",https://pubmed.ncbi.nlm.nih.gov/34471570/,2026-09-16,NO
EV-0795,33829468,367Y4W9A,authors,"de Oliveira, Iris M | Vila, M feminine Helena | Burgos-Martos, Francisco J | Cancela, Jose M","de Oliveira, Iris M | Vila, Mª Helena | Burgos-Martos, Francisco J | Cancela, José M",RESOLVED_CURRENT_PUBMED_AUTHORSHIP,"Preservar valor anterior e usar a autoria PubMed atual no fluxo derivado, incluindo autoria coletiva/diacríticos.",https://pubmed.ncbi.nlm.nih.gov/33829468/,2026-09-16,NO
EV-0801,33721322,DXF4HRZ8,authors,"Butler, Frank K Jr","Butler, Frank K",RESOLVED_CURRENT_PUBMED_AUTHORSHIP,"Preservar valor anterior e usar a autoria PubMed atual no fluxo derivado, incluindo autoria coletiva/diacríticos.",https://pubmed.ncbi.nlm.nih.gov/33721322/,2026-09-16,NO
EV-0856,32969001,S5VA2EYT,authors,"Bennett, Brad L | Giesbrect, Gordon | Zafren, Ken | Christensen, Ryan | Littlejohn, Lanny F | Drew, Brendon | Cap, Andrew P | Miles, Ethan A | Butler, Frank K Jr | Holcomb, John B | Shackelford, Stacy A","Bennett, Brad L | Giesbrect, Gordon | Zafren, Ken | Christensen, Ryan | Littlejohn, Lanny F | Drew, Brendon | Cap, Andrew P | Miles, Ethan A | Butler, Frank K | Holcomb, John B | Shackelford, Stacy A",RESOLVED_CURRENT_PUBMED_AUTHORSHIP,"Preservar valor anterior e usar a autoria PubMed atual no fluxo derivado, incluindo autoria coletiva/diacríticos.",https://pubmed.ncbi.nlm.nih.gov/32969001/,2026-09-16,NO
EV-0858,32956724,86HGY3TE,authors,"Rao, Prashant | Friedman, Eli | Chung, Eugene H | Levine, Benjamin D | Isaacs, S Marshal","Rao, Prashant | American College of Cardiology Sports and Exercise Cardiology Leadership Council | Friedman, Eli | Chung, Eugene H | Levine, Benjamin D | Isaacs, S Marshal",RESOLVED_CURRENT_PUBMED_AUTHORSHIP,"Preservar valor anterior e usar a autoria PubMed atual no fluxo derivado, incluindo autoria coletiva/diacríticos.",https://pubmed.ncbi.nlm.nih.gov/32956724/,2026-09-16,NO
EV-0875,32573747,PPERWGAK,authors,"Martinson, James | Park, Habeeba | Butler, Frank K Jr | Hammesfahr, Rick | DuBose, Joseph J | Scalea, Thomas M","Martinson, James | Park, Habeeba | Butler, Frank K | Hammesfahr, Rick | DuBose, Joseph J | Scalea, Thomas M",RESOLVED_CURRENT_PUBMED_AUTHORSHIP,"Preservar valor anterior e usar a autoria PubMed atual no fluxo derivado, incluindo autoria coletiva/diacríticos.",https://pubmed.ncbi.nlm.nih.gov/32573747/,2026-09-16,NO
EV-0876,32573744,J29MEFVL,authors,"Greydanus, Dominique J | Hassmann, Lyndsey L | Butler, Frank K Jr","Greydanus, Dominique J | Hassmann, Lyndsey L | Butler, Frank K",RESOLVED_CURRENT_PUBMED_AUTHORSHIP,"Preservar valor anterior e usar a autoria PubMed atual no fluxo derivado, incluindo autoria coletiva/diacríticos.",https://pubmed.ncbi.nlm.nih.gov/32573744/,2026-09-16,NO
EV-0885,32330670,X2UUKUML,authors,"Rosen, Craig S | Davis, C Adrian | Riggs, David | Cook, Jeffery | Peterson, Alan L | Young-McCaughan, Stacey | Comtois, Katherine Anne | Haddock, Christopher K | Borah, Elisa V | Dondanville, Katherine A | Finley, Erin P | Jahnke, Sara A | Poston, Walker S C | Wiltsey-Stirman, Shannon | Neitzer, Andrea | Broussard, Capt Rachel | Brzuchalski, Maj Amy | Clayton, Maj Spencer P | Conforte, Lt Allison M | Flores, Araceli | Hein, Jessica | Keith, Capt Felicia | Jinkerson, Capt Jeremy | Letendre, Margaret | Nofziger, Debra | Pollick, Kirsten | Santiago, Capt Kyra | Waggoner, Lt Col John | Woodworth, Craig | McLean, Carmen P","Rosen, Craig S | Davis, C Adrian | Riggs, David | Cook, Jeffery | Peterson, Alan L | Young-McCaughan, Stacey | Comtois, Katherine Anne | Haddock, Christopher K | Borah, Elisa V | Dondanville, Katherine A | Finley, Erin P | Jahnke, Sara A | Poston, Walker S C | Wiltsey-Stirman, Shannon | Neitzer, Andrea | Broussard, Capt Rachel | Brzuchalski, Maj Amy | Clayton, Maj Spencer P | Conforte, Lt Allison M | Flores, Araceli | Hein, Jessica | Keith, Capt Felicia | Jinkerson, Capt Jeremy | Letendre, Margaret | Nofziger, Debra | Pollick, Kirsten | Santiago, Capt Kyra | Waggoner, Lt Col John | Woodworth, Craig | McLean, Carmen P | TACTICS Research Group",RESOLVED_CURRENT_PUBMED_AUTHORSHIP,"Preservar valor anterior e usar a autoria PubMed atual no fluxo derivado, incluindo autoria coletiva/diacríticos.",https://pubmed.ncbi.nlm.nih.gov/32330670/,2026-09-16,NO
EV-0896,32191195,FISZESIY,authors,"Bobko, Joshua P | Badin, Dylan J | Danishgar, Leila | Bayhan, Kate | Thompson, Kevin J | Harris, William J | Baldridge, R Todd | Fortuna, Gerald R Jr","Bobko, Joshua P | Badin, Dylan J | Danishgar, Leila | Bayhan, Kate | Thompson, Kevin J | Harris, William J | Baldridge, R Todd | Fortuna, Gerald R",RESOLVED_CURRENT_PUBMED_AUTHORSHIP,"Preservar valor anterior e usar a autoria PubMed atual no fluxo derivado, incluindo autoria coletiva/diacríticos.",https://pubmed.ncbi.nlm.nih.gov/32191195/,2026-09-16,NO
EV-0915,31910470,I5GS6HPD,authors,"Montgomery, Harold R | Hammesfahr, Rick | Fisher, Andrew D | Cain, Jeffrey S | Greydanus, Dominique J | Butler, Frank K Jr | Goolsby, Craig | Eastman, Alexander L","Montgomery, Harold R | Hammesfahr, Rick | Fisher, Andrew D | Cain, Jeffrey S | Greydanus, Dominique J | Butler, Frank K | Goolsby, Craig | Eastman, Alexander L",RESOLVED_CURRENT_PUBMED_AUTHORSHIP,"Preservar valor anterior e usar a autoria PubMed atual no fluxo derivado, incluindo autoria coletiva/diacríticos.",https://pubmed.ncbi.nlm.nih.gov/31910470/,2026-09-16,NO
EV-0933,31539432,HZCUWHEQ,authors,"Onifer, Dana J | McKee, Jessica Lynn | Faudree, Lindsey Kyle | Bennett, Brad L | Miles, Ethan A | Jacobsen, Toran | Morey, John Kip | Butler, Frank K Jr","Onifer, Dana J | McKee, Jessica Lynn | Faudree, Lindsey Kyle | Bennett, Brad L | Miles, Ethan A | Jacobsen, Toran | Morey, John Kip | Butler, Frank K",RESOLVED_CURRENT_PUBMED_AUTHORSHIP,"Preservar valor anterior e usar a autoria PubMed atual no fluxo derivado, incluindo autoria coletiva/diacríticos.",https://pubmed.ncbi.nlm.nih.gov/31539432/,2026-09-16,NO
EV-0954,31201768,HS4NTALW,authors,"Kerr, Win | Hubbard, Ben | Anderson, Bryan | Montgomery, Harold R | Glassberg, Elon | King, David R | Hardin, R David Jr | Knight, Ryan M | Cunningham, Cord W","Kerr, Win | Hubbard, Ben | Anderson, Bryan | Montgomery, Harold R | Glassberg, Elon | King, David R | Hardin, R David | Knight, Ryan M | Cunningham, Cord W",RESOLVED_CURRENT_PUBMED_AUTHORSHIP,"Preservar valor anterior e usar a autoria PubMed atual no fluxo derivado, incluindo autoria coletiva/diacríticos.",https://pubmed.ncbi.nlm.nih.gov/31201768/,2026-09-16,NO
EV-0987,30789582,8DTMBQWT,authors,"Barringer, Nicholas D | McKinnon, Craig J | O'Brien, Nicholas C | Kardouni, Joseph R","Barringer, Nicholas D | McKinnon, Craig J | OʼBrien, Nicholas C | Kardouni, Joseph R",RESOLVED_CURRENT_PUBMED_AUTHORSHIP,"Preservar valor anterior e usar a autoria PubMed atual no fluxo derivado, incluindo autoria coletiva/diacríticos.",https://pubmed.ncbi.nlm.nih.gov/30789582/,2026-09-16,NO
EV-0993,30566723,CAITUN36,authors,"Butler, Frank K Jr | Holcomb, John B | Shackelford, Stacy A | Barbabella, Sean | Bailey, Jeffrey A | Baker, Jay B | Cap, Andrew P | Conklin, Curtis C | Cunningham, Cord W | Davis, Michael S | DeLellis, Stephen M | Dorlac, Warren C | DuBose, Joseph J | Eastridge, Brian J | Fisher, Andrew D | Glasser, Jacob J | Gurney, Jennifer M | Jenkins, Donald A | Johannigman, Jay | King, David R | Kotwal, Russ S | Littlejohn, Lanny F | Mabry, Robert L | Martin, Matthew J | Miles, Ethan A | Montgomery, Harold R | Northern, D Marc | O'Connor, Kevin C | Rasmussen, Todd E | Riesberg, Jamie C | Spinella, Philip C | Stockinger, Zsolt | Strandenes, Geir | Via, Darin K | Weber, Michael A","Butler, Frank K | Holcomb, John B | Shackelford, Stacy A | Barbabella, Sean | Bailey, Jeffrey A | Baker, Jay B | Cap, Andrew P | Conklin, Curtis C | Cunningham, Cord W | Davis, Michael S | DeLellis, Stephen M | Dorlac, Warren C | DuBose, Joseph J | Eastridge, Brian J | Fisher, Andrew D | Glasser, Jacob J | Gurney, Jennifer M | Jenkins, Donald A | Johannigman, Jay | King, David R | Kotwal, Russ S | Littlejohn, Lanny F | Mabry, Robert L | Martin, Matthew J | Miles, Ethan A | Montgomery, Harold R | Northern, D Marc | O'Connor, Kevin C | Rasmussen, Todd E | Riesberg, Jamie C | Spinella, Philip C | Stockinger, Zsolt | Strandenes, Geir | Via, Darin K | Weber, Michael A",RESOLVED_CURRENT_PUBMED_AUTHORSHIP,"Preservar valor anterior e usar a autoria PubMed atual no fluxo derivado, incluindo autoria coletiva/diacríticos.",https://pubmed.ncbi.nlm.nih.gov/30566723/,2026-09-16,NO
EV-1019,29889952,FWWRLBNN,authors,"Butler, Frank K Jr | Holcomb, John B | Shackelford, Stacy A | Montgomery, Harold R | Anderson, Shawn | Cain, Jeffrey S | Champion, Howard R | Cunningham, Cord W | Dorlac, Warren C | Drew, Brendon | Edwards, Kurt | Gandy, John V | Glassberg, Elon | Gurney, Jennifer M | Harcke, Theodore | Jenkins, Donald A | Johannigman, Jay | Kheirabadi, Bijan S | Kotwal, Russ S | Littlejohn, Lanny F | Martin, Matthew J | Mazuchowski, Edward L | Otten, Edward J | Polk, Travis | Rhee, Peter | Seery, Jason M | Stockinger, Zsolt | Torrisi, Jeremy | Yitzak, Avi | Zafren, Ken | Zietlow, Scott P","Butler, Frank K | Holcomb, John B | Shackelford, Stacy A | Montgomery, Harold R | Anderson, Shawn | Cain, Jeffrey S | Champion, Howard R | Cunningham, Cord W | Dorlac, Warren C | Drew, Brendon | Edwards, Kurt | Gandy, John V | Glassberg, Elon | Gurney, Jennifer M | Harcke, Theodore | Jenkins, Donald A | Johannigman, Jay | Kheirabadi, Bijan S | Kotwal, Russ S | Littlejohn, Lanny F | Martin, Matthew J | Mazuchowski, Edward L | Otten, Edward J | Polk, Travis | Rhee, Peter | Seery, Jason M | Stockinger, Zsolt | Torrisi, Jeremy | Yitzak, Avi | Zafren, Ken | Zietlow, Scott P",RESOLVED_CURRENT_PUBMED_AUTHORSHIP,"Preservar valor anterior e usar a autoria PubMed atual no fluxo derivado, incluindo autoria coletiva/diacríticos.",https://pubmed.ncbi.nlm.nih.gov/29889952/,2026-09-16,NO
EV-1029,29547968,42ZIUBJ4,authors,"Peng, Henry T | Tenn, Catherine | Vartanian, Oshin | Rhind, Shawn G | Jarmasz, Jerzy | Tien, Homer | Beckett, Andrew","Peng, Henry T | Tenn, Catherine | Vartanian, Oshin | Rhind, Shawn G | Jarmasz, Jerzy | Tien, Homer | Beckett, Andrew | LT-SIM study group",RESOLVED_CURRENT_PUBMED_AUTHORSHIP,"Preservar valor anterior e usar a autoria PubMed atual no fluxo derivado, incluindo autoria coletiva/diacríticos.",https://pubmed.ncbi.nlm.nih.gov/29547968/,2026-09-16,NO
EV-1041,29267184,P7AR9W7D,authors,"Galvagno, Samuel M Jr | Mabry, Robert L | Maddry, Joseph | Kharod, Chetan U | Walrath, Benjamin D | Powell, Elizabeth | Shackelford, Stacy","Galvagno, Samuel M | Mabry, Robert L | Maddry, Joseph | Kharod, Chetan U | Walrath, Benjamin D | Powell, Elizabeth | Shackelford, Stacy",RESOLVED_CURRENT_PUBMED_AUTHORSHIP,"Preservar valor anterior e usar a autoria PubMed atual no fluxo derivado, incluindo autoria coletiva/diacríticos.",https://pubmed.ncbi.nlm.nih.gov/29267184/,2026-09-16,NO
EV-1044,29256190,UVM8WFRG,authors,"Otten, Edward J | Montgomery, Harold R | Butler, Frank K Jr","Otten, Edward J | Montgomery, Harold R | Butler, Frank K",RESOLVED_CURRENT_PUBMED_AUTHORSHIP,"Preservar valor anterior e usar a autoria PubMed atual no fluxo derivado, incluindo autoria coletiva/diacríticos.",https://pubmed.ncbi.nlm.nih.gov/29256190/,2026-09-16,NO
EV-1079,28759539,M8IEHSWT,authors,"Castagna, Carlo | Lorenzo, Francini | Krustrup, Peter | Fernandes-da-Silva, Juliano | Povoas, Susana C A | Bernardini, Andrea | D'Ottavio, Stefano","Castagna, Carlo | Lorenzo, Francini | Krustrup, Peter | Fernandes-da-Silva, Juliano | Póvoas, Susana C A | Bernardini, Andrea | DʼOttavio, Stefano",RESOLVED_CURRENT_PUBMED_AUTHORSHIP,"Preservar valor anterior e usar a autoria PubMed atual no fluxo derivado, incluindo autoria coletiva/diacríticos.",https://pubmed.ncbi.nlm.nih.gov/28759539/,2026-09-16,NO
EV-1084,28599052,5LHVHYEE,authors,"Butler, Frank K Jr","Butler, Frank K",RESOLVED_CURRENT_PUBMED_AUTHORSHIP,"Preservar valor anterior e usar a autoria PubMed atual no fluxo derivado, incluindo autoria coletiva/diacríticos.",https://pubmed.ncbi.nlm.nih.gov/28599052/,2026-09-16,NO
EV-1094,28390649,S8DXGGH4,authors,"Kirkpatrick, Andrew W | McKee, Jessica Lynn | Tien, Colonel Homer | LaPorta, Anthony J | Lavell, Kit | Leslie, Tim | McBeth, Paul B | Roberts, Derek J | Ball, Chad G","Kirkpatrick, Andrew W | McKee, Jessica Lynn | Tien, Colonel Homer | LaPorta, Anthony J | Lavell, Kit | Leslie, Tim | McBeth, Paul B | Roberts, Derek J | Ball, Chad G | Damage Control Surgery in Austere Environments Research Group (DCSAERG)",RESOLVED_CURRENT_PUBMED_AUTHORSHIP,"Preservar valor anterior e usar a autoria PubMed atual no fluxo derivado, incluindo autoria coletiva/diacríticos.",https://pubmed.ncbi.nlm.nih.gov/28390649/,2026-09-16,NO
EV-1097,28318990,J25YMNF5,authors,"Kotwal, Russ S | Butler, Frank K Jr","Kotwal, Russ S | Butler, Frank K",RESOLVED_CURRENT_PUBMED_AUTHORSHIP,"Preservar valor anterior e usar a autoria PubMed atual no fluxo derivado, incluindo autoria coletiva/diacríticos.",https://pubmed.ncbi.nlm.nih.gov/28318990/,2026-09-16,NO
EV-1102,28284483,AEXISH7T,authors,"Butler, Frank K Jr","Butler, Frank K",RESOLVED_CURRENT_PUBMED_AUTHORSHIP,"Preservar valor anterior e usar a autoria PubMed atual no fluxo derivado, incluindo autoria coletiva/diacríticos.",https://pubmed.ncbi.nlm.nih.gov/28284483/,2026-09-16,NO
EV-1180,25771513,GHTHHLYD,authors,"Kluj, Przemyslaw | Aleksandrowicz, Dawid | Machala, Waldemar | Gaszynski, Tomasz","Kluj, Przemysław | Aleksandrowicz, Dawid | Machała, Waldemar | Gaszyński, Tomasz",RESOLVED_CURRENT_PUBMED_AUTHORSHIP,"Preservar valor anterior e usar a autoria PubMed atual no fluxo derivado, incluindo autoria coletiva/diacríticos.",https://pubmed.ncbi.nlm.nih.gov/25771513/,2026-09-16,NO
EV-1186,25610940,MHH2736Y,journal,CADTH Rapid Response Reports,CADTH Rapid Response Reports,RESOLVED_PARSER_REPRESENTATION,O parser atual preserva o campo PubMed correspondente; conflito anterior era de representação.,https://pubmed.ncbi.nlm.nih.gov/25610940/,2026-09-16,NO
EV-1196,25344707,SUK7F2ED,authors,"Bennett, Brad L | Littlejohn, Lanny F | Kheirabadi, Bijan S | Butler, Frank K Jr | Kotwal, Russ S | Dubick, Michael A | Bailey, Hugh H","Bennett, Brad L | Littlejohn, Lanny F | Kheirabadi, Bijan S | Butler, Frank K | Kotwal, Russ S | Dubick, Michael A | Bailey, Hugh H",RESOLVED_CURRENT_PUBMED_AUTHORSHIP,"Preservar valor anterior e usar a autoria PubMed atual no fluxo derivado, incluindo autoria coletiva/diacríticos.",https://pubmed.ncbi.nlm.nih.gov/25344707/,2026-09-16,NO
EV-1200,25121201,MJ6LTKKU,authors,Institute of Medicine (US) Committee on Military Nursing Research,Institute of Medicine (US) Committee on Military Nursing Research,RESOLVED_PARSER_REPRESENTATION,O parser atual preserva o campo PubMed correspondente; conflito anterior era de representação.,https://pubmed.ncbi.nlm.nih.gov/25121201/,2026-09-16,NO
EV-1206,24996853,URXUP96V,authors,"Cody, John P | Kang, Daniel G | Tracey, Robert W | Wagner, Scott C | Rosner, Michael K | Lehman, Ronald A Jr","Cody, John P | Kang, Daniel G | Tracey, Robert W | Wagner, Scott C | Rosner, Michael K | Lehman, Ronald A",RESOLVED_CURRENT_PUBMED_AUTHORSHIP,"Preservar valor anterior e usar a autoria PubMed atual no fluxo derivado, incluindo autoria coletiva/diacríticos.",https://pubmed.ncbi.nlm.nih.gov/24996853/,2026-09-16,NO
EV-1211,24851287,VEEU78I3,authors,Planning Committee on Workforce Resiliency Programs | Board on Health Sciences Policy | Institute of Medicine,Planning Committee on Workforce Resiliency Programs | Board on Health Sciences Policy | Institute of Medicine,RESOLVED_PARSER_REPRESENTATION,O parser atual preserva o campo PubMed correspondente; conflito anterior era de representação.,https://pubmed.ncbi.nlm.nih.gov/24851287/,2026-09-16,NO
EV-1223,24460509,IVQHJYDI,authors,"Yun, Brian J | Brown, Calvin A 3rd | Grazioso, Christopher J | Pozner, Charles N | Raja, Ali S","Yun, Brian J | Brown, Calvin A | Grazioso, Christopher J | Pozner, Charles N | Raja, Ali S",RESOLVED_CURRENT_PUBMED_AUTHORSHIP,"Preservar valor anterior e usar a autoria PubMed atual no fluxo derivado, incluindo autoria coletiva/diacríticos.",https://pubmed.ncbi.nlm.nih.gov/24460509/,2026-09-16,NO
EV-1231,24227566,6IHRH399,authors,"Kotwal, Russ S | Butler, Frank K Jr | Gross, Kirby | Kheirabadi, Bijan S | Billings, Smiley | Dubick, Michael A | Rasmussen, Todd E | Weber, Michael A | Bailey, Jeffrey A","Kotwal, Russ S | Butler, Frank K | Gross, Kirby | Kheirabadi, Bijan S | Billings, Smiley | Dubick, Michael A | Rasmussen, Todd E | Weber, Michael A | Bailey, Jeffrey A",RESOLVED_CURRENT_PUBMED_AUTHORSHIP,"Preservar valor anterior e usar a autoria PubMed atual no fluxo derivado, incluindo autoria coletiva/diacríticos.",https://pubmed.ncbi.nlm.nih.gov/24227566/,2026-09-16,NO
EV-1248,23877773,2JQY3SVC,authors,"Kotwal, Russ S | Butler, Frank K Jr | Montgomery, Harold R | Brunstetter, Tyson | Diaz, George Y | Kirkpatrick, James W | Summers, Nancy L | Shackelford, Stacy A | Holcomb, John B | Bailey, Jeffrey A","Kotwal, Russ S | Butler, Frank K | Montgomery, Harold R | Brunstetter, Tyson | Diaz, George Y | Kirkpatrick, James W | Summers, Nancy L | Shackelford, Stacy A | Holcomb, John B | Bailey, Jeffrey A",RESOLVED_CURRENT_PUBMED_AUTHORSHIP,"Preservar valor anterior e usar a autoria PubMed atual no fluxo derivado, incluindo autoria coletiva/diacríticos.",https://pubmed.ncbi.nlm.nih.gov/23877773/,2026-09-16,NO
EV-1250,23820356,VTUVC372,authors,"Kragh, John F Jr | Burrows, Steve | Wasner, Christine | Ritter, Brandi A | Mazuchowski, Edward L | Brunstetter, Tyson | Johnston, Keary J | Diaz, George Y | Hodge, Douglas | Harcke, H Theodore Jr","Kragh, John F | Burrows, Steve | Wasner, Christine | Ritter, Brandi A | Mazuchowski, Edward L | Brunstetter, Tyson | Johnston, Keary J | Diaz, George Y | Hodge, Douglas | Harcke, H Theodore",RESOLVED_CURRENT_PUBMED_AUTHORSHIP,"Preservar valor anterior e usar a autoria PubMed atual no fluxo derivado, incluindo autoria coletiva/diacríticos.",https://pubmed.ncbi.nlm.nih.gov/23820356/,2026-09-16,NO
EV-1251,23817878,5B43JGV5,authors,"Strain, Jonathan E 2nd","Strain, Jonathan E",RESOLVED_CURRENT_PUBMED_AUTHORSHIP,"Preservar valor anterior e usar a autoria PubMed atual no fluxo derivado, incluindo autoria coletiva/diacríticos.",https://pubmed.ncbi.nlm.nih.gov/23817878/,2026-09-16,NO
EV-1258,23427965,4QT9V7GD,authors,"Satterly, Steven | Nelson, Daniel | Zwintscher, Nathan | Oguntoye, Morohunranti | Causey, Wayne | Theis, Bryan | Huang, Raywin | Haque, Mohamad | Martin, Matthew | Bickett, Gerald | Rush, Robert M Jr","Satterly, Steven | Nelson, Daniel | Zwintscher, Nathan | Oguntoye, Morohunranti | Causey, Wayne | Theis, Bryan | Huang, Raywin | Haque, Mohamad | Martin, Matthew | Bickett, Gerald | Rush, Robert M",RESOLVED_CURRENT_PUBMED_AUTHORSHIP,"Preservar valor anterior e usar a autoria PubMed atual no fluxo derivado, incluindo autoria coletiva/diacríticos.",https://pubmed.ncbi.nlm.nih.gov/23427965/,2026-09-16,NO
EV-1265,23198505,QSQA5QMK,authors,"Gregg, Marion A 2nd | Jankosky, Christopher J","Gregg, Marion A | Jankosky, Christopher J",RESOLVED_CURRENT_PUBMED_AUTHORSHIP,"Preservar valor anterior e usar a autoria PubMed atual no fluxo derivado, incluindo autoria coletiva/diacríticos.",https://pubmed.ncbi.nlm.nih.gov/23198505/,2026-09-16,NO
EV-1298,21844425,2CIIQJ7L,authors,"Kotwal, Russ S | Montgomery, Harold R | Kotwal, Bari M | Champion, Howard R | Butler, Frank K Jr | Mabry, Robert L | Cain, Jeffrey S | Blackbourne, Lorne H | Mechler, Kathy K | Holcomb, John B","Kotwal, Russ S | Montgomery, Harold R | Kotwal, Bari M | Champion, Howard R | Butler, Frank K | Mabry, Robert L | Cain, Jeffrey S | Blackbourne, Lorne H | Mechler, Kathy K | Holcomb, John B",RESOLVED_CURRENT_PUBMED_AUTHORSHIP,"Preservar valor anterior e usar a autoria PubMed atual no fluxo derivado, incluindo autoria coletiva/diacríticos.",https://pubmed.ncbi.nlm.nih.gov/21844425/,2026-09-16,NO
EV-1306,21483422,6EJU3S5V,authors,"Stomfai, S | Ahrens, W | Bammann, K | Kovacs, E | Marild, S | Michels, N | Moreno, L A | Pohlabeln, H | Siani, A | Tornaritis, M | Veidebaum, T | Molnar, D","Stomfai, S | Ahrens, W | Bammann, K | Kovács, E | Mårild, S | Michels, N | Moreno, L A | Pohlabeln, H | Siani, A | Tornaritis, M | Veidebaum, T | Molnár, D | IDEFICS Consortium",RESOLVED_CURRENT_PUBMED_AUTHORSHIP,"Preservar valor anterior e usar a autoria PubMed atual no fluxo derivado, incluindo autoria coletiva/diacríticos.",https://pubmed.ncbi.nlm.nih.gov/21483422/,2026-09-16,NO
EV-1310,21284095,N7ZZCQJ7,authors,"Olin, J Tod | Burns, Kim | Carson, Johnny L | Metjian, Hilda | Atkinson, Jeffrey J | Davis, Stephanie D | Dell, Sharon D | Ferkol, Thomas W | Milla, Carlos E | Olivier, Kenneth N | Rosenfeld, Margaret | Baker, Brock | Leigh, Margaret W | Knowles, Michael R | Sagel, Scott D","Olin, J Tod | Burns, Kim | Carson, Johnny L | Metjian, Hilda | Atkinson, Jeffrey J | Davis, Stephanie D | Dell, Sharon D | Ferkol, Thomas W | Milla, Carlos E | Olivier, Kenneth N | Rosenfeld, Margaret | Baker, Brock | Leigh, Margaret W | Knowles, Michael R | Sagel, Scott D | Genetic Disorders of Mucociliary Clearance Consortium",RESOLVED_CURRENT_PUBMED_AUTHORSHIP,"Preservar valor anterior e usar a autoria PubMed atual no fluxo derivado, incluindo autoria coletiva/diacríticos.",https://pubmed.ncbi.nlm.nih.gov/21284095/,2026-09-16,NO
EV-1314,20858134,7PX4JZBH,authors,"Schwartz, Richard Bruce | McManus, John G Jr | Croushorn, John | Piazza, Gina | Coule, Phillip L | Gibbons, Mark | Bollard, Glenn | Ledrick, David | Vecchio, Paul | Lerner, E Brooke","Schwartz, Richard Bruce | McManus, John G | Croushorn, John | Piazza, Gina | Coule, Phillip L | Gibbons, Mark | Bollard, Glenn | Ledrick, David | Vecchio, Paul | Lerner, E Brooke",RESOLVED_CURRENT_PUBMED_AUTHORSHIP,"Preservar valor anterior e usar a autoria PubMed atual no fluxo derivado, incluindo autoria coletiva/diacríticos.",https://pubmed.ncbi.nlm.nih.gov/20858134/,2026-09-16,NO
EV-1320,20389198,YPG68DJ9,authors,"Bourdeaux, Margaret Ellis | Lawry, Lynn | Bonventre, Eugene V | Burkle, Frederick M Jr","Bourdeaux, Margaret Ellis | Lawry, Lynn | Bonventre, Eugene V | Burkle, Frederick M",RESOLVED_CURRENT_PUBMED_AUTHORSHIP,"Preservar valor anterior e usar a autoria PubMed atual no fluxo derivado, incluindo autoria coletiva/diacríticos.",https://pubmed.ncbi.nlm.nih.gov/20389198/,2026-09-16,NO
EV-1350,18154234,LMW7Q2XQ,authors,"Butler, Frank K Jr | Holcomb, John B | Giebner, Stephen D | McSwain, Norman E | Bagian, James","Butler, Frank K | Holcomb, John B | Giebner, Stephen D | McSwain, Norman E | Bagian, James",RESOLVED_CURRENT_PUBMED_AUTHORSHIP,"Preservar valor anterior e usar a autoria PubMed atual no fluxo derivado, incluindo autoria coletiva/diacríticos.",https://pubmed.ncbi.nlm.nih.gov/18154234/,2026-09-16,NO
EV-1354,17901393,9WQESI5C,authors,"Acker, Joe E 3rd | Pancioli, Arthur M | Crocco, Todd J | Eckstein, Marc K | Jauch, Edward C | Larrabee, Hollynn | Meltzer, Neil M | Mergendahl, William C | Munn, John W | Prentiss, Susanne M | Sand, Charles | Saver, Jeffrey L | Eigel, Brian | Gilpin, Brian R | Schoeberl, Mark | Solis, Penelope | Bailey, JoAnne R | Horton, Katie B | Stranne, Steven K","Acker, Joe E | Pancioli, Arthur M | Crocco, Todd J | Eckstein, Marc K | Jauch, Edward C | Larrabee, Hollynn | Meltzer, Neil M | Mergendahl, William C | Munn, John W | Prentiss, Susanne M | Sand, Charles | Saver, Jeffrey L | Eigel, Brian | Gilpin, Brian R | Schoeberl, Mark | Solis, Penelope | Bailey, JoAnne R | Horton, Katie B | Stranne, Steven K | American Heart Association | American Stroke Association Expert Panel on Emergency Medical Services Systems, Stroke Council",RESOLVED_CURRENT_PUBMED_AUTHORSHIP,"Preservar valor anterior e usar a autoria PubMed atual no fluxo derivado, incluindo autoria coletiva/diacríticos.",https://pubmed.ncbi.nlm.nih.gov/17901393/,2026-09-16,NO
EV-1359,17517914,Q2ZR64E2,authors,"Dean, Dennis A 2nd | Fletcher, Adam | Hursh, Steven R | Klerman, Elizabeth B","Dean, Dennis A | Fletcher, Adam | Hursh, Steven R | Klerman, Elizabeth B",RESOLVED_CURRENT_PUBMED_AUTHORSHIP,"Preservar valor anterior e usar a autoria PubMed atual no fluxo derivado, incluindo autoria coletiva/diacríticos.",https://pubmed.ncbi.nlm.nih.gov/17517914/,2026-09-16,NO
