evidence_id,pmid,zotero_key,doi,title,workflow_status,priority_tier,priority_score,lawful_availability_score,operational_relevance_score,quality_potential_score,transferability_potential_score,lawful_access_status,lawful_access_url,publication_types,families,full_text_obtained,quality_appraisal_complete,integrity_cleared_for_use,human_confirmation,claim_ready,limitation
EV-0737,34969143,V6WGI5ZG,10.55460/jylu-4oz8,Fluid Resuscitation in Tactical Combat Casualty Care; TCCC Guidelines Change 21-01. 4 November 2021.,FULL_TEXT_QUEUE,P1,16,2,11,2,1,DISCOVERY_REQUIRED,https://doi.org/10.55460/jylu-4oz8,Journal Article | Review,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0698,35446424,4CEZNSPG,10.1093/milmed/usac097,Descriptive Analysis of Intratheater Critical Care Air Transport Team Patient Movements During Troop Drawdown: Afghanistan (2017-2019).,FULL_TEXT_QUEUE,P1,16,2,11,2,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usac097,Journal Article | Review,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0662,36227297,2WISH3DJ,10.1037/ser0000715,Multilevel factors in providers' decisions to utilize CPT in military- and veteran-serving treatment settings.,FULL_TEXT_QUEUE,P1,16,4,8,1,3,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC12830006/,Journal Article,C,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0637,36617244,MPXNPMBW,10.1093/milmed/usac418,A Review of Verbal and Written Patient Handoffs Applicable to the U.S. Military's Expeditionary Care System.,FULL_TEXT_QUEUE,P1,16,2,11,2,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usac418,"Journal Article | Research Support, U.S. Gov't, Non-P.H.S. | Review",B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0624,36805692,L7MWF4JQ,10.1186/s13063-022-07034-w,Community paramedic hospital reduction and mitigation program: study protocol for a randomized pragmatic clinical trial.,FULL_TEXT_QUEUE,P1,16,4,7,1,4,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC9940335/,Clinical Trial Protocol | Journal Article,C,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0623,36806435,DMW6BHXA,10.1016/j.jemermed.2022.12.015,Cooling Modality Effectiveness and Mortality Associate With Prehospital Care of Exertional Heat Stroke Casualities.,FULL_TEXT_QUEUE,P1,16,2,9,1,4,DISCOVERY_REQUIRED,https://doi.org/10.1016/j.jemermed.2022.12.015,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0612,36925788,9S67YQLI,10.3389/frhs.2022.1070444,Perspectives on learning to practice reflexivity while engaging communities in implementation science.,FULL_TEXT_QUEUE,P1,16,4,8,1,3,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC10012695/,Journal Article,C,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0606,37030012,MXYW4WFR,10.1093/tbm/ibad015,Impact of COVID-19 pandemic on nonpharmacological pain management trials in military and veteran healthcare settings: an evaluation informed by implementation science.,FULL_TEXT_QUEUE,P1,16,4,8,1,3,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC10415731/,"Journal Article | Research Support, N.I.H., Extramural",C,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0589,37340269,E5XVKVWT,10.1007/s11606-023-08204-5,Rolling out PRIDE in All Who Served: Barriers and Facilitators for Sites Implementing an LGBTQ+ Health Education Group for Military Veterans.,FULL_TEXT_QUEUE,P1,16,4,8,1,3,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC10356690/,"Journal Article | Research Support, U.S. Gov't, Non-P.H.S.",C,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0580,37483317,SECAYPPB,10.3389/fdgth.2023.1157643,Healthcare provider experiences of deploying a continuous remote patient monitoring pilot program during the COVID-19 pandemic: a structured qualitative analysis.,FULL_TEXT_QUEUE,P1,16,4,8,1,3,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC10359814/,Journal Article,C,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0571,37644598,MNECKJ67,10.1186/s13049-023-01110-z,Physicians in police tactical teams - ethical considerations.,FULL_TEXT_QUEUE,P1,16,4,7,1,4,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC10466767/,Letter,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0556,37826987,Z6HD29XP,10.1016/j.drugpo.2023.104188,Unlocking deflection: The role of supervisor support in police officer willingness to refer people who inject drugs to harm reduction services.,FULL_TEXT_QUEUE,P1,16,4,7,1,4,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC10842016/,"Journal Article | Research Support, N.I.H., Extramural",C,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0534,37991887,5JH2RNA7,10.24095/hpcdp.43.10/11.02,"Applying the Theoretical Domains Framework to identify police, fire, and paramedic preferences for accessing mental health care in a First Responder Operational Stress Injury Clinic: a qualitative study.",FULL_TEXT_QUEUE,P1,16,4,7,1,4,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC10753900/,Journal Article,C,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0521,38140393,J9NBDJW7,10.3390/nu15245134,"The Effects of Protein and Carbohydrate Supplementation, with and without Creatine, on Occupational Performance in Firefighters.",FULL_TEXT_QUEUE,P1,16,4,5,3,4,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC10745745/,Journal Article | Randomized Controlled Trial,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0504,38318086,LM64PKBH,10.1016/j.invent.2024.100718,Examining how organizational leaders perceive internet-delivered cognitive behavioural therapy for public safety personnel using the RE-AIM implementation framework.,FULL_TEXT_QUEUE,P1,16,4,7,1,4,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC10840103/,Journal Article,C,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0474,38753928,8FJR22E7,,EMS Federal and State Laws Affecting Tactical Medicine,FULL_TEXT_QUEUE,P1,16,0,11,1,4,DISCOVERY_REQUIRED,https://pubmed.ncbi.nlm.nih.gov/38753928/,Study Guide | Book Chapter,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0386,39568140,G9P7QFPB,10.1080/15502783.2024.2427751,Impact of astaxanthin supplementation on markers of cardiometabolic health and tactical performance among firefighters.,FULL_TEXT_QUEUE,P1,16,4,5,3,4,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC11583326/,Journal Article | Randomized Controlled Trial,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0385,39619573,9Y2LWVD6,10.1111/jfcj.12228,"""We're not your traditional police department"" A qualitative implementation evaluation of a juvenile diversion program.",FULL_TEXT_QUEUE,P1,16,4,7,1,4,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC11606582/,Journal Article,C,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0263,40869854,PP5N688K,10.3390/ijerph22081269,PeerOnCall: Evaluating Implementation of App-Based Peer Support in Canadian Public Safety Organizations.,FULL_TEXT_QUEUE,P1,16,4,7,1,4,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC12386291/,"Journal Article | Research Support, Non-U.S. Gov't",C,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0245,40992358,MP6UL72N,10.55460/zc6p-ys4g,Triage in Action: A Principles-Based Approach to Mass Casualty Management in Tactical Combat Casualty Care.,FULL_TEXT_QUEUE,P1,16,2,11,2,1,DISCOVERY_REQUIRED,https://doi.org/10.55460/zc6p-ys4g,Journal Article | Review,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0242,41013916,VV225RR7,10.1093/milmed/usaf436,End-of-Life Care in the Austere Military Environment.,FULL_TEXT_QUEUE,P1,16,2,11,2,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usaf436,Journal Article | Review,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0223,41190877,WJWAZHAG,10.1080/08995605.2025.2584753,Team-centered resilience in healthcare teams within LSCO environments: Building collective strength for modern combat challenges.,FULL_TEXT_QUEUE,P1,16,2,11,2,1,DISCOVERY_REQUIRED,https://doi.org/10.1080/08995605.2025.2584753,Journal Article | Review,A | B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0199,41337464,SEBG96VZ,10.1371/journal.pone.0337431,Mental imagery and breathing exercises integrated into a standardized warm-up routine enhance sympathetic activation and optimize muscular performance in firefighters.,FULL_TEXT_QUEUE,P1,16,4,5,3,4,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC12674522/,Journal Article | Randomized Controlled Trial,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0195,41352531,ZYKKH2JE,10.1016/j.cct.2025.108174,Addressing PTSD symptoms in first responders and healthcare workers through trauma-focused treatment in Employee Assistance Programs: Protocol for a randomized controlled trial.,FULL_TEXT_QUEUE,P1,16,4,7,1,4,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC13470624/,Clinical Trial Protocol | Journal Article,C,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0184,41420645,STMBR3UJ,10.55460/bi55-1gp4,Calcium Supplementation in Tactical Combat Casualty Care.,FULL_TEXT_QUEUE,P1,16,2,11,2,1,DISCOVERY_REQUIRED,https://doi.org/10.55460/bi55-1gp4,Journal Article | Review,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0183,41424497,8FSCV72Y,10.3389/frsle.2024.1304743,Virtual first: implementation of a novel sleep telehealth platform in the United States military.,FULL_TEXT_QUEUE,P1,16,4,8,1,3,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC12713946/,Journal Article,C,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0039,42534159,KFLZYXQ9,10.3138/jmvfh-2025-0003,An introduction to measurement-based care: Scientific literature and implementation in military and Veteran care systems.,FULL_TEXT_QUEUE,P1,16,4,8,1,3,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC13391201/,Journal Article,C,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1372,16263675,GU377Z6K,10.1080/10903120500255123,Effectiveness of self-applied tourniquets in human volunteers.,FULL_TEXT_QUEUE,P1,15,2,9,3,1,DISCOVERY_REQUIRED,https://doi.org/10.1080/10903120500255123,"Journal Article | Randomized Controlled Trial | Research Support, U.S. Gov't, Non-P.H.S.",B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1365,16933806,62XX8APC,10.7205/milmed.171.8.687,Tactical combat casualty care in the assault on Punta Paitilla Airfield.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.7205/milmed.171.8.687,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1362,17196987,STKDTFFW,10.1016/j.jss.2006.09.006,From the combat medic to the forward surgical team: the Madigan model for improving trauma readiness of brigade combat teams fighting the Global War on Terror.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1016/j.jss.2006.09.006,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1314,20858134,7PX4JZBH,10.3109/10903127.2010.514092,Tactical medicine--competency-based guidelines.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.3109/10903127.2010.514092,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1298,21844425,2CIIQJ7L,10.1001/archsurg.2011.213,Eliminating preventable death on the battlefield.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1001/archsurg.2011.213,Comparative Study | Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1294,22071995,7JPJ54C3,10.1097/ta.0b013e318232e53f,Causes of death in Canadian Forces members deployed to Afghanistan and implications on tactical combat casualty care provision.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1097/ta.0b013e318232e53f,Comparative Study | Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1292,22165662,XAZUMC56,10.7205/milmed-d-11-00054,Cricothyroidotomy bottom-up training review: battlefield lessons learned.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.7205/milmed-d-11-00054,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1282,22847092,TCNNAS9E,10.1097/ta.0b013e3182606022,"Prehospital interventions performed in a combat zone: a prospective multicenter study of 1,003 combat wounded.",FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1097/ta.0b013e3182606022,Journal Article | Multicenter Study,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1281,22847093,G2LD5FP6,10.1097/ta.0b013e3182606148,The effects of standardized trauma training on prehospital pain control: have pain medication administration rates increased on the battlefield?,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1097/ta.0b013e3182606148,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1256,23536461,IV65YZBH,10.55460/m1g4-53gv,USSOCOM TCCC CASEVAC Set Program A Retrospective and Overview.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.55460/m1g4-53gv,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1255,23536462,Y5VXHU4U,10.55460/yt1m-yhyx,Redefining Technical Rescue and Casualty Care for SOF: Part 1.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.55460/yt1m-yhyx,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1251,23817878,5B43JGV5,10.55460/x1tu-pj61,CBRNE TC3: A Hybrid Approach to Casualty Care in the CBRNE Environment.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.55460/x1tu-pj61,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1250,23820356,VTUVC372,10.7205/milmed-d-12-00491,Analysis of recovered tourniquets from casualties of Operation Enduring Freedom and Operation New Dawn.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.7205/milmed-d-12-00491,"Journal Article | Research Support, U.S. Gov't, Non-P.H.S.",B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1249,23852335,7ZPCD2IE,10.1007/s10567-013-0149-8,Implementation and dissemination of military informed and evidence-based interventions for community dwelling military families.,FULL_TEXT_QUEUE,P1,15,2,8,2,3,DISCOVERY_REQUIRED,https://doi.org/10.1007/s10567-013-0149-8,"Journal Article | Research Support, Non-U.S. Gov't | Research Support, U.S. Gov't, P.H.S. | Review",C,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1247,23883900,6KDA3NNS,10.1097/ta.0b013e318299d909,Comparison of novel hemostatic dressings with QuikClot combat gauze in a standardized swine model of uncontrolled hemorrhage.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1097/ta.0b013e318299d909,"Comparative Study | Journal Article | Research Support, U.S. Gov't, Non-P.H.S.",B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1231,24227566,6IHRH399,10.55460/ms8t-zupx,Management of Junctional Hemorrhage in Tactical Combat Casualty Care: TCCC Guidelines?Proposed Change 13-03.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.55460/ms8t-zupx,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1223,24460509,IVQHJYDI,10.3109/10903127.2013.864356,"Comparison of video, optical, and direct laryngoscopy by experienced tactical paramedics.",FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.3109/10903127.2013.864356,"Comparative Study | Journal Article | Research Support, Non-U.S. Gov't",B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1222,24491604,ZXWWKZQD,10.7205/milmed-d-13-00311,"Effects of training and simulated combat stress on leg tourniquet application accuracy, time, and effectiveness.",FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.7205/milmed-d-13-00311,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1207,24952973,2VS5NX4S,10.1016/j.injury.2014.05.037,Predeployment training for forward medicalisation in a combat zone: the specific policy of the French Military Health Service.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1016/j.injury.2014.05.037,Evaluation Study | Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1190,25399363,V2UC9GIA,10.55460/bo8f-kyqt,Prehospital analgesia with ketamine for combat wounds: a case series.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.55460/bo8f-kyqt,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1174,26102046,QSBCFDV6,10.5055/ajdm.2015.0189,Effects of sternal intraosseous and intravenous administration of Hextend on time of administration and hemodynamics in a swine model of hemorrhagic shock.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.5055/ajdm.2015.0189,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1164,26360360,8DQJHESH,10.55460/ij9c-6aif,Tourniquet Conversion: A Recommended Approach in the Prolonged Field Care Setting.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.55460/ij9c-6aif,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1153,26540712,65I4IAWQ,10.7205/milmed-d-14-00541,Control of Junctional Hemorrhage in a Consensus Swine Model With Hemostatic Gauze Products Following Minimal Training.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.7205/milmed-d-14-00541,"Journal Article | Research Support, U.S. Gov't, Non-P.H.S.",B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1091,28464968,966ELN5I,10.1017/s1049023x17006422,Prehospital Interventions During Mass-Casualty Events in Afghanistan: A Case Analysis.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1017/s1049023x17006422,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1085,28599039,NP3U8ANP,10.55460/0se6-q7tf,Manikin Human-Patient Simulator Training.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.55460/0se6-q7tf,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1081,28628603,DZKR7D38,10.1097/ta.0000000000001476,Field and en route resuscitative endovascular occlusion of the aorta: A feasible military reality?,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1097/ta.0000000000001476,"Journal Article | Research Support, Non-U.S. Gov't",B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1078,28794007,4R7ERG7B,10.1136/jramc-2017-000788,The future of resuscitative endovascular balloon occlusion in combat operations.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1136/jramc-2017-000788,Journal Article,C,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1077,28807069,G6SAKSQZ,10.1017/s1049023x17006902,A Pilot Project Demonstrating that Combat Medics Can Safely Administer Parenteral Medications in the Emergency Department.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1017/s1049023x17006902,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1070,28910469,CCDGBE3P,10.55460/7u98-j4hl,Prehospital Administration of Tranexamic Acid by Ground Forces in Afghanistan: The Prehospital Trauma Registry Experience.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.55460/7u98-j4hl,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1068,28910475,2RIRFDHS,10.55460/8ily-w3mx,Chest Seal Placement for Penetrating Chest Wounds by Prehospital Ground Forces in Afghanistan.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.55460/8ily-w3mx,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1044,29256190,UVM8WFRG,10.55460/nq9d-at5x,Extraglottic Airways in Tactical Combat Casualty Care: TCCC Guidelines Change 17-01 28 August 2017.,FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.55460/nq9d-at5x,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1043,29256201,JMB9GEXE,10.55460/4r92-esfr,"Efficacy of the Mnemonic Device ""MARCH PAWS"" as a Checklist for Pararescuemen During Tactical Field Care and Tactical Evacuation.",FULL_TEXT_QUEUE,P1,15,2,11,1,1,DISCOVERY_REQUIRED,https://doi.org/10.55460/4r92-esfr,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
