evidence_id,pmid,zotero_key,doi,title,batch,workflow_status,ai_decision_provisional,criterion,confidence,source,integrity_status,human_reviewer,human_date,human_decision,human_justification,claim_ready,what_not_allowed
EV-0885,32330670,X2UUKUML,10.1016/j.cct.2020.106008,Targeted Assessment and Context-Tailored Implementation of Change Strategies (TACTICS) to increase evidence based psychotherapy in military behavioral health clinics: Design of a cluster-randomized stepped-wedge implementation study.,ADJ-07,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/32330670/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0883,32373933,ELULCBIG,10.1093/milmed/usaa012,Correct Diabetes Diagnosis and Treatment Allows Sailor to Remain on Active Duty.,ADJ-07,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/32373933/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0874,32585995,N44XG434,10.3390/nu12061876,Evaluating Nutrient Intake of Career Firefighters Compared to Military Dietary Reference Intakes.,ADJ-07,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/32585995/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0873,32588761,R6CQJPGK,10.1080/00140139.2020.1778096,Minimalist style boot improves running but not walking economy in trained men.,ADJ-07,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/32588761/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0868,32699887,D5F6SGAD,10.1093/milmed/usaa184,MHS Genesis Implementation: Strategies in Support of Successful EHR Conversion.,ADJ-07,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/32699887/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0866,32754007,CRV83QII,10.1016/j.jveb.2020.05.011,Qualitative and quantitative computed tomographic characteristics of the lumbosacral spine in German Shepherd military working dogs with versus without lumbosacral pain.,ADJ-07,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/32754007/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0864,32851193,2EX3LEPT,10.1177/2382120520948878,A Faculty Development Model for Academic Leadership Education Across A Health Care Organization.,ADJ-07,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/32851193/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0861,32897320,CYB48M7C,10.1093/milmed/usaa207,Standardizing Postoperative Rehabilitation Protocols for the Tri-Service: A Consensus Meeting Hosted by the Musculoskeletal Injury Rehabilitation Research for Operational Readiness Organization.,ADJ-07,PENDING_ADJUDICATION,PENDING_ADJUDICATION,No abstract is available in the current PubMed record; title alone is insufficient for exclusion.,LOW,https://pubmed.ncbi.nlm.nih.gov/32897320/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0858,32956724,86HGY3TE,10.1016/j.resuscitation.2020.09.023,First responder cardiac health amid the COVID-19 pandemic.,ADJ-08,PENDING_ADJUDICATION,PENDING_ADJUDICATION,No abstract is available in the current PubMed record; title alone is insufficient for exclusion.,LOW,https://pubmed.ncbi.nlm.nih.gov/32956724/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0844,33138683,HZ2A3WQT,10.1089/neu.2020.7405,Development of a Blast Exposure Estimator from a Department of Defense-Wide Survey Study on Military Service Members.,ADJ-08,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/33138683/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0843,33138938,VBYXABIZ,10.1016/j.jamda.2020.09.003,Pandemic Care Through Collaboration: Lessons From a COVID-19 Field Hospital.,ADJ-08,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/33138938/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0842,33145681,P9R5MGVU,10.1007/s11606-020-06260-9,A Research Agenda for Advancing Strategies to Improve Opioid Safety: Findings from a VHA State of the Art Conference.,ADJ-08,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/33145681/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0840,33177148,U635IUH9,10.1136/bmjmilitary-2020-001642,Coping with COVID-19 in United Nations peacekeeping field hospitals: increased workload and mental stress for military healthcare providers.,ADJ-08,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/33177148/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0838,33221142,4KRFXYR7,10.1016/j.amepre.2020.08.009,Effects of a Community-Level Intervention on Alcohol-Related Motor Vehicle Crashes in California Cities: A Randomized Trial.,ADJ-08,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/33221142/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0835,33291711,625LDW2M,10.3390/ijerph17239064,Can Physiological and Psychological Factors Predict Dropout from Intense 10-Day Winter Military Survival Training?,ADJ-08,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/33291711/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0832,33313735,JT4S2PB5,10.1093/pm/pnaa367,Resolving the Burden of Low Back Pain in Military Service Members and Veterans (RESOLVE): Protocol for a Multisite Pragmatic Clinical Trial.,ADJ-08,REVIEW_REQUIRED,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/33313735/,Pending,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0830,33326571,B6ERSNAG,10.1093/milmed/usaa543,Trends in Surgical Volume in the Military Health System-A Potential Threat to Mission Readiness.,ADJ-08,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/33326571/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0824,33430955,BQ6JKH2X,10.1186/s13063-020-04974-z,Enhancing behavioral sleep care with digital technology: study protocol for a hybrid type 3 implementation-effectiveness randomized trial.,ADJ-08,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/33430955/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0822,33487516,LTGBQXUC,10.1016/j.jsat.2021.108277,Stepped-wedge randomized controlled trial of a novel opioid court to improve identification of need and linkage to medications for opioid use disorder treatment for court-involved adults.,ADJ-09,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/33487516/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0818,33499503,LHH6DEWB,10.1093/milmed/usaa381,Modeling the Potential Impact of Norovirus Vaccination Among DoD Forces.,ADJ-09,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/33499503/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0814,33567956,FYUIPVLV,10.1177/0306624x21994065,Addressing Military Sexual Violence by Proposing a Social Media Influencer Model.,ADJ-09,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/33567956/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0811,33591318,RDJ3WSB9,10.1093/milmed/usab059,Shoulder Pain of Spinal Source in the Military: A Case Series.,ADJ-09,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/33591318/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0804,33707156,ACDDMGDM,10.1016/j.jsams.2021.02.016,Sex and occupation are salient factors associated with lateral ankle sprain risk in military tactical athletes.,ADJ-09,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/33707156/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0793,33878023,RLIENIAH,10.2196/26573,An App-Based Intervention to Support First Responders and Essential Workers During the COVID-19 Pandemic: Needs Assessment and Mixed Methods Implementation Study.,ADJ-09,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/33878023/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0792,33899971,PKR4J76L,10.1111/sms.13975,Intra-individual differences in the effect of endurance versus resistance training on vascular function: A cross-over study.,ADJ-09,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/33899971/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0788,33924715,TUYR83QU,10.3390/ijerph18084126,Athletes' Self-Assessment of Urine Color Using Two Color Charts to Determine Urine Concentration.,ADJ-09,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/33924715/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0777,34226934,L9M6JF4Y,10.1093/milmed/usab257,Evaluating Team Characteristics for Health Engagements in Three Countries in Central America: 2012-2017.,ADJ-09,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/34226934/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0767,34447930,8LNVSBBS,10.3389/fspor.2021.703982,Head and Body Dyskinesia During Gait in Tactical Athletes With Vestibular Deficit Following Concussion.,ADJ-09,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/34447930/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0765,34454706,PW4JDJU9,10.1016/j.whi.2020.05.005,"A Scoping Review of Pregnancy, Childbirth, and the Postpartum Period in Active Duty U.S. Military Women.",ADJ-10,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/34454706/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0756,34631252,ZNT9QUCE,10.26603/001c.27912,Fractures and Chronic Recurrence are Commonly Associated with Ankle Sprains: a 5-year Population-level Cohort of Patients Seen in the U.S. Military Health System.,ADJ-10,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/34631252/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0755,34639390,3N8PIC4T,10.3390/ijerph181910090,Effects of Maximal Effort Running on Special Agents' Loaded and Unloaded Drop Jump Performance and Mechanics.,ADJ-10,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/34639390/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0751,34714919,ZZCT6NBG,,Prosthodontic and Endodontic Considerations for Treatment of Military Working Dogs.,ADJ-10,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/34714919/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0750,34733069,63BMJC9C,10.12788/fp.0192,Operational Curriculum and Research Initiatives: Shaping the Future of Military Medicine.,ADJ-10,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/34733069/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0738,34962279,LTQ4U9EW,10.1093/milmed/usab494,Challenges With Engaging Military Stakeholders for Clinical Research at the Point of Care in the U.S. Military Health System.,ADJ-10,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/34962279/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0726,35089344,XDWGRPDM,10.1093/milmed/usac006,"Active Duty Service Members, Primary Managers, and Administrators' Perspectives on a Novel Sleep Telehealth Management Platform in the U.S. Military Healthcare System.",ADJ-10,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/35089344/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0724,35104342,YGQ38CYJ,10.1093/milmed/usac018,HIV Prevention Research With U.S. Military Service Members: A Systematic Review.,ADJ-10,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/35104342/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0720,35175998,J6E6PFAZ,10.1097/jfn.0000000000000369,Examining the Implementation of the National Protocol for Sexual Assault Medical Forensic Examinations.,ADJ-10,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/35175998/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0717,35202061,J4Z858NU,10.3390/sports10020022,Tactical Masters Athletes: BMI Index Classifications.,ADJ-10,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/35202061/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0715,35253885,7B73X4RJ,10.1093/milmed/usac039,Selective Androgen Receptor Modulator-Induced Liver Injury in Active Duty Male.,ADJ-11,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/35253885/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0712,35262696,8I9T6GKY,10.1093/milmed/usac045,Multi-disciplinary Leadership to Mitigate COVID-19 in an Austere West African Military Environment.,ADJ-11,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/35262696/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0707,35348745,N3DL2WXI,10.1093/milmed/usac077,A Hierarchy of Medical Countermeasures Against Biological Threats.,ADJ-11,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/35348745/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0701,35431207,4ZGARAIP,10.3233/wor-205314,Examining the effects of a weighted pack on functional movements in smokejumpers.,ADJ-11,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/35431207/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0690,35640040,HJS7GERM,10.1093/milmed/usac147,Shiitake Dermatitis and Potential Implications for Military Readiness.,ADJ-11,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/35640040/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0689,35647882,WZM7VFHH,10.2519/jospt.2022.11193,"All MCIDs Are Wrong, But Some May be Useful.",ADJ-11,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/35647882/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0683,35804354,7N5I6F7Z,10.1186/s13012-022-01212-9,Partnered implementation of the veteran sponsorship initiative: protocol for a randomized hybrid type 2 effectiveness-implementation trial.,ADJ-11,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/35804354/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0677,35862851,3TULD3JL,10.55460/y5o4-7wuz,"Critical Competencies of Military Embedded Health and Performance Professionals: The ""Culture General"" Approach.",ADJ-11,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/35862851/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0676,35871444,KCBITSZ4,10.1093/ptj/pzac096,Physical Therapists Can Be Value-Added Providers in Wilderness Medicine.,ADJ-11,PENDING_ADJUDICATION,PENDING_ADJUDICATION,No abstract is available in the current PubMed record; title alone is insufficient for exclusion.,LOW,https://pubmed.ncbi.nlm.nih.gov/35871444/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0673,36016763,F62D37UJ,10.1080/15502783.2022.2113339,"Effects of caffeine, methylliberine, and theacrine on vigilance, marksmanship, and hemodynamic responses in tactical personnel: a double-blind, randomized, placebo-controlled trial.",ADJ-11,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/36016763/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0669,36116869,UU5D87H7,10.1016/j.apnr.2022.151620,U.S. active-duty service women's urogenital health and operational readiness through the lens of the IBM-WASH model: A systematic integrative review.,ADJ-12,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/36116869/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0665,36175032,AX2AUWSU,10.1136/military-2022-002165,Musculoskeletal injury in military specialists: a 2-year retrospective study.,ADJ-12,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/36175032/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0664,36188954,HLDX2JW5,10.3389/fresc.2022.873436,Development of a Clinical Practice Guideline for Lower Limb Amputees. A Knowledge Translation Process in a Middle Income Country.,ADJ-12,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/36188954/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0663,36226363,JXCHUD72,10.1017/s1368980022001896,Nutrition Program Fidelity Assessment tool: a framework for optimising implementation in military dining facilities.,ADJ-12,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/36226363/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0658,36270735,53TRUBAE,10.1136/military-2022-002267,"Aerobic fitness predicted by demographics, anthropometrics, health behaviour, physical activity and muscle fitness in male and female recruits entering military service.",ADJ-12,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/36270735/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0652,36370751,35LHF6B6,10.1016/j.jamda.2022.10.012,Veterans Health Administration Models of Community-Based Long-Term Care: State of the Science.,ADJ-12,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/36370751/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0641,36567311,9G2W5VC6,10.1186/s12967-022-03832-7,"Pre-neuromusculoskeletal injury Risk factor Evaluation and Post-neuromusculoskeletal injury Assessment for Return-to-duty/activity Enhancement (PREPARE) in military service members: a prospective, observational study protocol.",ADJ-12,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/36567311/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0636,36617248,JHGHQW7F,10.1093/milmed/usac424,Characterizing Methods for Surveying Partner Nation Medical Capabilities.,ADJ-12,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/36617248/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0626,36793495,FK8K72D6,10.1016/j.crpvbd.2023.100113,Semi-field evaluation of a novel controlled release device using transfluthrin as spatial repellent to prevent entry of mosquitoes into military tents.,ADJ-12,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/36793495/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0622,36828639,8AL973LG,10.1136/military-2022-002280,"Long COVID in the Belgian Defence forces: prevalence, risk factors and impact on quality of daily functioning.",ADJ-12,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/36828639/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0620,36841096,7IPSIRWV,10.1016/j.apergo.2023.103991,Use of accelerometers and inertial measurement units to quantify movement of tactical athletes: A systematic review.,ADJ-13,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/36841096/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0618,36882034,F9WGLV8Q,10.1093/milmed/usac354,Improving the Health and Readiness of Military Women.,ADJ-13,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/36882034/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0610,36958117,VFVZ5F7P,10.1016/j.outlook.2023.101949,Findings from the development of a nursing joint professional practice model for the U.S. military.,ADJ-13,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/36958117/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
