evidence_id,tool,tool_version,appraisal_type,component,criterion_code,domain,judgment_ai_provisional,basis,source_url,human_confirmed
EV-0176,JBI Qualitative Research,2024 checklist; file published 2026-05,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_STUDY,Q1,methodology/philosophical perspective congruity,UNCLEAR,Methods—Setting P1-P2; Participant Recruitment P1; Data Collection and Analysis P2-P3; Results—Participant Characteristics P1 and thematic sections; Discussion P1-P8,https://jbi.global/sites/default/files/2026-05/2024_Checklist_for_Qualitative_Research_1.docx,
EV-0176,JBI Qualitative Research,2024 checklist; file published 2026-05,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_STUDY,Q10,conclusions flow from analysis,YES,Methods—Setting P1-P2; Participant Recruitment P1; Data Collection and Analysis P2-P3; Results—Participant Characteristics P1 and thematic sections; Discussion P1-P8,https://jbi.global/sites/default/files/2026-05/2024_Checklist_for_Qualitative_Research_1.docx,
EV-0176,JBI Qualitative Research,2024 checklist; file published 2026-05,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_STUDY,Q2,methodology/research question congruity,YES,Methods—Setting P1-P2; Participant Recruitment P1; Data Collection and Analysis P2-P3; Results—Participant Characteristics P1 and thematic sections; Discussion P1-P8,https://jbi.global/sites/default/files/2026-05/2024_Checklist_for_Qualitative_Research_1.docx,
EV-0176,JBI Qualitative Research,2024 checklist; file published 2026-05,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_STUDY,Q3,methodology/data collection congruity,YES,Methods—Setting P1-P2; Participant Recruitment P1; Data Collection and Analysis P2-P3; Results—Participant Characteristics P1 and thematic sections; Discussion P1-P8,https://jbi.global/sites/default/files/2026-05/2024_Checklist_for_Qualitative_Research_1.docx,
EV-0176,JBI Qualitative Research,2024 checklist; file published 2026-05,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_STUDY,Q4,methodology/data representation and analysis congruity,YES,Methods—Setting P1-P2; Participant Recruitment P1; Data Collection and Analysis P2-P3; Results—Participant Characteristics P1 and thematic sections; Discussion P1-P8,https://jbi.global/sites/default/files/2026-05/2024_Checklist_for_Qualitative_Research_1.docx,
EV-0176,JBI Qualitative Research,2024 checklist; file published 2026-05,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_STUDY,Q5,methodology/interpretation congruity,YES,Methods—Setting P1-P2; Participant Recruitment P1; Data Collection and Analysis P2-P3; Results—Participant Characteristics P1 and thematic sections; Discussion P1-P8,https://jbi.global/sites/default/files/2026-05/2024_Checklist_for_Qualitative_Research_1.docx,
EV-0176,JBI Qualitative Research,2024 checklist; file published 2026-05,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_STUDY,Q6,researcher culturally or theoretically located,UNCLEAR,Methods—Setting P1-P2; Participant Recruitment P1; Data Collection and Analysis P2-P3; Results—Participant Characteristics P1 and thematic sections; Discussion P1-P8,https://jbi.global/sites/default/files/2026-05/2024_Checklist_for_Qualitative_Research_1.docx,
EV-0176,JBI Qualitative Research,2024 checklist; file published 2026-05,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_STUDY,Q7,researcher influence addressed,UNCLEAR,Methods—Setting P1-P2; Participant Recruitment P1; Data Collection and Analysis P2-P3; Results—Participant Characteristics P1 and thematic sections; Discussion P1-P8,https://jbi.global/sites/default/files/2026-05/2024_Checklist_for_Qualitative_Research_1.docx,
EV-0176,JBI Qualitative Research,2024 checklist; file published 2026-05,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_STUDY,Q8,participants and voices adequately represented,YES,Methods—Setting P1-P2; Participant Recruitment P1; Data Collection and Analysis P2-P3; Results—Participant Characteristics P1 and thematic sections; Discussion P1-P8,https://jbi.global/sites/default/files/2026-05/2024_Checklist_for_Qualitative_Research_1.docx,
EV-0176,JBI Qualitative Research,2024 checklist; file published 2026-05,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_STUDY,Q9,ethical conduct and approval,YES,Methods—Setting P1-P2; Participant Recruitment P1; Data Collection and Analysis P2-P3; Results—Participant Characteristics P1 and thematic sections; Discussion P1-P8,https://jbi.global/sites/default/files/2026-05/2024_Checklist_for_Qualitative_Research_1.docx,
EV-0367,JBI Qualitative Research,2024 checklist; file published 2026-05,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_STUDY,Q1,methodology/philosophical perspective congruity,UNCLEAR,Study Design P1; Selection of Participants P1; Data Collection P1-P3; Data Analysis P1; Reflexivity P1; Results P1-P3; System resources needed for screenings P1-P3; Delirium—Local attitudes P2; Dementia—Complexity P2; Limitations P1,https://jbi.global/sites/default/files/2026-05/2024_Checklist_for_Qualitative_Research_1.docx,
EV-0367,JBI Qualitative Research,2024 checklist; file published 2026-05,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_STUDY,Q10,conclusions flow from analysis,YES,Study Design P1; Selection of Participants P1; Data Collection P1-P3; Data Analysis P1; Reflexivity P1; Results P1-P3; System resources needed for screenings P1-P3; Delirium—Local attitudes P2; Dementia—Complexity P2; Limitations P1,https://jbi.global/sites/default/files/2026-05/2024_Checklist_for_Qualitative_Research_1.docx,
EV-0367,JBI Qualitative Research,2024 checklist; file published 2026-05,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_STUDY,Q2,methodology/research question congruity,YES,Study Design P1; Selection of Participants P1; Data Collection P1-P3; Data Analysis P1; Reflexivity P1; Results P1-P3; System resources needed for screenings P1-P3; Delirium—Local attitudes P2; Dementia—Complexity P2; Limitations P1,https://jbi.global/sites/default/files/2026-05/2024_Checklist_for_Qualitative_Research_1.docx,
EV-0367,JBI Qualitative Research,2024 checklist; file published 2026-05,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_STUDY,Q3,methodology/data collection congruity,YES,Study Design P1; Selection of Participants P1; Data Collection P1-P3; Data Analysis P1; Reflexivity P1; Results P1-P3; System resources needed for screenings P1-P3; Delirium—Local attitudes P2; Dementia—Complexity P2; Limitations P1,https://jbi.global/sites/default/files/2026-05/2024_Checklist_for_Qualitative_Research_1.docx,
EV-0367,JBI Qualitative Research,2024 checklist; file published 2026-05,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_STUDY,Q4,methodology/data representation and analysis congruity,YES,Study Design P1; Selection of Participants P1; Data Collection P1-P3; Data Analysis P1; Reflexivity P1; Results P1-P3; System resources needed for screenings P1-P3; Delirium—Local attitudes P2; Dementia—Complexity P2; Limitations P1,https://jbi.global/sites/default/files/2026-05/2024_Checklist_for_Qualitative_Research_1.docx,
EV-0367,JBI Qualitative Research,2024 checklist; file published 2026-05,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_STUDY,Q5,methodology/interpretation congruity,YES,Study Design P1; Selection of Participants P1; Data Collection P1-P3; Data Analysis P1; Reflexivity P1; Results P1-P3; System resources needed for screenings P1-P3; Delirium—Local attitudes P2; Dementia—Complexity P2; Limitations P1,https://jbi.global/sites/default/files/2026-05/2024_Checklist_for_Qualitative_Research_1.docx,
EV-0367,JBI Qualitative Research,2024 checklist; file published 2026-05,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_STUDY,Q6,researcher culturally or theoretically located,YES,Study Design P1; Selection of Participants P1; Data Collection P1-P3; Data Analysis P1; Reflexivity P1; Results P1-P3; System resources needed for screenings P1-P3; Delirium—Local attitudes P2; Dementia—Complexity P2; Limitations P1,https://jbi.global/sites/default/files/2026-05/2024_Checklist_for_Qualitative_Research_1.docx,
EV-0367,JBI Qualitative Research,2024 checklist; file published 2026-05,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_STUDY,Q7,researcher influence addressed,YES,Study Design P1; Selection of Participants P1; Data Collection P1-P3; Data Analysis P1; Reflexivity P1; Results P1-P3; System resources needed for screenings P1-P3; Delirium—Local attitudes P2; Dementia—Complexity P2; Limitations P1,https://jbi.global/sites/default/files/2026-05/2024_Checklist_for_Qualitative_Research_1.docx,
EV-0367,JBI Qualitative Research,2024 checklist; file published 2026-05,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_STUDY,Q8,participants and voices adequately represented,YES,Study Design P1; Selection of Participants P1; Data Collection P1-P3; Data Analysis P1; Reflexivity P1; Results P1-P3; System resources needed for screenings P1-P3; Delirium—Local attitudes P2; Dementia—Complexity P2; Limitations P1,https://jbi.global/sites/default/files/2026-05/2024_Checklist_for_Qualitative_Research_1.docx,
EV-0367,JBI Qualitative Research,2024 checklist; file published 2026-05,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_STUDY,Q9,ethical conduct and approval,YES,Study Design P1; Selection of Participants P1; Data Collection P1-P3; Data Analysis P1; Reflexivity P1; Results P1-P3; System resources needed for screenings P1-P3; Delirium—Local attitudes P2; Dementia—Complexity P2; Limitations P1,https://jbi.global/sites/default/files/2026-05/2024_Checklist_for_Qualitative_Research_1.docx,
EV-0723,JBI Qualitative Research,2024 checklist; file published 2026-05,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_STUDY,Q1,methodology/philosophical perspective congruity,UNCLEAR,Methods P1-P5; Results—Initial intervention plan P1-P3; Outer setting P1-P6; Inner setting and implementation P1-P2; Characteristics of individuals P1; Implementation process P1-P3; Discussion P1-P8,https://jbi.global/sites/default/files/2026-05/2024_Checklist_for_Qualitative_Research_1.docx,
EV-0723,JBI Qualitative Research,2024 checklist; file published 2026-05,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_STUDY,Q10,conclusions flow from analysis,YES,Methods P1-P5; Results—Initial intervention plan P1-P3; Outer setting P1-P6; Inner setting and implementation P1-P2; Characteristics of individuals P1; Implementation process P1-P3; Discussion P1-P8,https://jbi.global/sites/default/files/2026-05/2024_Checklist_for_Qualitative_Research_1.docx,
EV-0723,JBI Qualitative Research,2024 checklist; file published 2026-05,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_STUDY,Q2,methodology/research question congruity,YES,Methods P1-P5; Results—Initial intervention plan P1-P3; Outer setting P1-P6; Inner setting and implementation P1-P2; Characteristics of individuals P1; Implementation process P1-P3; Discussion P1-P8,https://jbi.global/sites/default/files/2026-05/2024_Checklist_for_Qualitative_Research_1.docx,
EV-0723,JBI Qualitative Research,2024 checklist; file published 2026-05,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_STUDY,Q3,methodology/data collection congruity,YES,Methods P1-P5; Results—Initial intervention plan P1-P3; Outer setting P1-P6; Inner setting and implementation P1-P2; Characteristics of individuals P1; Implementation process P1-P3; Discussion P1-P8,https://jbi.global/sites/default/files/2026-05/2024_Checklist_for_Qualitative_Research_1.docx,
EV-0723,JBI Qualitative Research,2024 checklist; file published 2026-05,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_STUDY,Q4,methodology/data representation and analysis congruity,YES,Methods P1-P5; Results—Initial intervention plan P1-P3; Outer setting P1-P6; Inner setting and implementation P1-P2; Characteristics of individuals P1; Implementation process P1-P3; Discussion P1-P8,https://jbi.global/sites/default/files/2026-05/2024_Checklist_for_Qualitative_Research_1.docx,
EV-0723,JBI Qualitative Research,2024 checklist; file published 2026-05,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_STUDY,Q5,methodology/interpretation congruity,YES,Methods P1-P5; Results—Initial intervention plan P1-P3; Outer setting P1-P6; Inner setting and implementation P1-P2; Characteristics of individuals P1; Implementation process P1-P3; Discussion P1-P8,https://jbi.global/sites/default/files/2026-05/2024_Checklist_for_Qualitative_Research_1.docx,
EV-0723,JBI Qualitative Research,2024 checklist; file published 2026-05,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_STUDY,Q6,researcher culturally or theoretically located,UNCLEAR,Methods P1-P5; Results—Initial intervention plan P1-P3; Outer setting P1-P6; Inner setting and implementation P1-P2; Characteristics of individuals P1; Implementation process P1-P3; Discussion P1-P8,https://jbi.global/sites/default/files/2026-05/2024_Checklist_for_Qualitative_Research_1.docx,
EV-0723,JBI Qualitative Research,2024 checklist; file published 2026-05,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_STUDY,Q7,researcher influence addressed,UNCLEAR,Methods P1-P5; Results—Initial intervention plan P1-P3; Outer setting P1-P6; Inner setting and implementation P1-P2; Characteristics of individuals P1; Implementation process P1-P3; Discussion P1-P8,https://jbi.global/sites/default/files/2026-05/2024_Checklist_for_Qualitative_Research_1.docx,
EV-0723,JBI Qualitative Research,2024 checklist; file published 2026-05,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_STUDY,Q8,participants and voices adequately represented,YES,Methods P1-P5; Results—Initial intervention plan P1-P3; Outer setting P1-P6; Inner setting and implementation P1-P2; Characteristics of individuals P1; Implementation process P1-P3; Discussion P1-P8,https://jbi.global/sites/default/files/2026-05/2024_Checklist_for_Qualitative_Research_1.docx,
EV-0723,JBI Qualitative Research,2024 checklist; file published 2026-05,METHODOLOGICAL_QUALITY_APPRAISAL,QUALITATIVE_STUDY,Q9,ethical conduct and approval,YES,Methods P1-P5; Results—Initial intervention plan P1-P3; Outer setting P1-P6; Inner setting and implementation P1-P2; Characteristics of individuals P1; Implementation process P1-P3; Discussion P1-P8,https://jbi.global/sites/default/files/2026-05/2024_Checklist_for_Qualitative_Research_1.docx,
EV-0791,JBI Quasi-Experimental Studies,2023 tool; Barker et al. 2024,RISK_OF_BIAS_APPRAISAL,QUASI_EXPERIMENTAL_STUDY,Q1,cause and effect temporal order clear,YES,Initiative P1; Study Design P1-P2; Data Collection and Use P1; Outcome Measures and Analyses P1-P2; Results P1-P2; Fall Calls P1; Fall-related Calls Resulting in Transport P1; Study Limitations P1; Table 2,https://jbi.global/sites/default/files/2026-05/2_JBI%20checklist%20for%20quasi-experimental%20studies.docx,
EV-0791,JBI Quasi-Experimental Studies,2023 tool; Barker et al. 2024,RISK_OF_BIAS_APPRAISAL,QUASI_EXPERIMENTAL_STUDY,Q2,control group present,NO,Initiative P1; Study Design P1-P2; Data Collection and Use P1; Outcome Measures and Analyses P1-P2; Results P1-P2; Fall Calls P1; Fall-related Calls Resulting in Transport P1; Study Limitations P1; Table 2,https://jbi.global/sites/default/files/2026-05/2_JBI%20checklist%20for%20quasi-experimental%20studies.docx,
EV-0791,JBI Quasi-Experimental Studies,2023 tool; Barker et al. 2024,RISK_OF_BIAS_APPRAISAL,QUASI_EXPERIMENTAL_STUDY,Q3,comparison participants similar,YES,Initiative P1; Study Design P1-P2; Data Collection and Use P1; Outcome Measures and Analyses P1-P2; Results P1-P2; Fall Calls P1; Fall-related Calls Resulting in Transport P1; Study Limitations P1; Table 2,https://jbi.global/sites/default/files/2026-05/2_JBI%20checklist%20for%20quasi-experimental%20studies.docx,
EV-0791,JBI Quasi-Experimental Studies,2023 tool; Barker et al. 2024,RISK_OF_BIAS_APPRAISAL,QUASI_EXPERIMENTAL_STUDY,Q4,comparison participants received similar care apart from exposure,NO,Initiative P1; Study Design P1-P2; Data Collection and Use P1; Outcome Measures and Analyses P1-P2; Results P1-P2; Fall Calls P1; Fall-related Calls Resulting in Transport P1; Study Limitations P1; Table 2,https://jbi.global/sites/default/files/2026-05/2_JBI%20checklist%20for%20quasi-experimental%20studies.docx,
EV-0791,JBI Quasi-Experimental Studies,2023 tool; Barker et al. 2024,RISK_OF_BIAS_APPRAISAL,QUASI_EXPERIMENTAL_STUDY,Q5,multiple outcome measurements pre and post,YES,Initiative P1; Study Design P1-P2; Data Collection and Use P1; Outcome Measures and Analyses P1-P2; Results P1-P2; Fall Calls P1; Fall-related Calls Resulting in Transport P1; Study Limitations P1; Table 2,https://jbi.global/sites/default/files/2026-05/2_JBI%20checklist%20for%20quasi-experimental%20studies.docx,
EV-0791,JBI Quasi-Experimental Studies,2023 tool; Barker et al. 2024,RISK_OF_BIAS_APPRAISAL,QUASI_EXPERIMENTAL_STUDY,Q6,comparison outcomes measured in the same way,YES,Initiative P1; Study Design P1-P2; Data Collection and Use P1; Outcome Measures and Analyses P1-P2; Results P1-P2; Fall Calls P1; Fall-related Calls Resulting in Transport P1; Study Limitations P1; Table 2,https://jbi.global/sites/default/files/2026-05/2_JBI%20checklist%20for%20quasi-experimental%20studies.docx,
EV-0791,JBI Quasi-Experimental Studies,2023 tool; Barker et al. 2024,RISK_OF_BIAS_APPRAISAL,QUASI_EXPERIMENTAL_STUDY,Q7,outcomes measured reliably,YES,Initiative P1; Study Design P1-P2; Data Collection and Use P1; Outcome Measures and Analyses P1-P2; Results P1-P2; Fall Calls P1; Fall-related Calls Resulting in Transport P1; Study Limitations P1; Table 2,https://jbi.global/sites/default/files/2026-05/2_JBI%20checklist%20for%20quasi-experimental%20studies.docx,
EV-0791,JBI Quasi-Experimental Studies,2023 tool; Barker et al. 2024,RISK_OF_BIAS_APPRAISAL,QUASI_EXPERIMENTAL_STUDY,Q8,follow-up complete or adequately analyzed,NOT_APPLICABLE,Initiative P1; Study Design P1-P2; Data Collection and Use P1; Outcome Measures and Analyses P1-P2; Results P1-P2; Fall Calls P1; Fall-related Calls Resulting in Transport P1; Study Limitations P1; Table 2,https://jbi.global/sites/default/files/2026-05/2_JBI%20checklist%20for%20quasi-experimental%20studies.docx,
EV-0791,JBI Quasi-Experimental Studies,2023 tool; Barker et al. 2024,RISK_OF_BIAS_APPRAISAL,QUASI_EXPERIMENTAL_STUDY,Q9,appropriate statistical analysis,NO,Initiative P1; Study Design P1-P2; Data Collection and Use P1; Outcome Measures and Analyses P1-P2; Results P1-P2; Fall Calls P1; Fall-related Calls Resulting in Transport P1; Study Limitations P1; Table 2,https://jbi.global/sites/default/files/2026-05/2_JBI%20checklist%20for%20quasi-experimental%20studies.docx,
EV-0896,JBI Quasi-Experimental Studies,2023 tool; Barker et al. 2024,RISK_OF_BIAS_APPRAISAL,QUASI_EXPERIMENTAL_STUDY,Q1,cause and effect temporal order clear,YES,Participant Selection P1; Training P1; Simulation and Grading P1-P3; Analysis P1; Simulation Results and four outcome subsections; Limitations P1-P2,https://jbi.global/sites/default/files/2026-05/2_JBI%20checklist%20for%20quasi-experimental%20studies.docx,
EV-0896,JBI Quasi-Experimental Studies,2023 tool; Barker et al. 2024,RISK_OF_BIAS_APPRAISAL,QUASI_EXPERIMENTAL_STUDY,Q2,control group present,YES,Participant Selection P1; Training P1; Simulation and Grading P1-P3; Analysis P1; Simulation Results and four outcome subsections; Limitations P1-P2,https://jbi.global/sites/default/files/2026-05/2_JBI%20checklist%20for%20quasi-experimental%20studies.docx,
EV-0896,JBI Quasi-Experimental Studies,2023 tool; Barker et al. 2024,RISK_OF_BIAS_APPRAISAL,QUASI_EXPERIMENTAL_STUDY,Q3,comparison participants similar,NO,Participant Selection P1; Training P1; Simulation and Grading P1-P3; Analysis P1; Simulation Results and four outcome subsections; Limitations P1-P2,https://jbi.global/sites/default/files/2026-05/2_JBI%20checklist%20for%20quasi-experimental%20studies.docx,
EV-0896,JBI Quasi-Experimental Studies,2023 tool; Barker et al. 2024,RISK_OF_BIAS_APPRAISAL,QUASI_EXPERIMENTAL_STUDY,Q4,comparison participants received similar care apart from exposure,UNCLEAR,Participant Selection P1; Training P1; Simulation and Grading P1-P3; Analysis P1; Simulation Results and four outcome subsections; Limitations P1-P2,https://jbi.global/sites/default/files/2026-05/2_JBI%20checklist%20for%20quasi-experimental%20studies.docx,
EV-0896,JBI Quasi-Experimental Studies,2023 tool; Barker et al. 2024,RISK_OF_BIAS_APPRAISAL,QUASI_EXPERIMENTAL_STUDY,Q5,multiple outcome measurements pre and post,NO,Participant Selection P1; Training P1; Simulation and Grading P1-P3; Analysis P1; Simulation Results and four outcome subsections; Limitations P1-P2,https://jbi.global/sites/default/files/2026-05/2_JBI%20checklist%20for%20quasi-experimental%20studies.docx,
EV-0896,JBI Quasi-Experimental Studies,2023 tool; Barker et al. 2024,RISK_OF_BIAS_APPRAISAL,QUASI_EXPERIMENTAL_STUDY,Q6,comparison outcomes measured in the same way,YES,Participant Selection P1; Training P1; Simulation and Grading P1-P3; Analysis P1; Simulation Results and four outcome subsections; Limitations P1-P2,https://jbi.global/sites/default/files/2026-05/2_JBI%20checklist%20for%20quasi-experimental%20studies.docx,
EV-0896,JBI Quasi-Experimental Studies,2023 tool; Barker et al. 2024,RISK_OF_BIAS_APPRAISAL,QUASI_EXPERIMENTAL_STUDY,Q7,outcomes measured reliably,YES,Participant Selection P1; Training P1; Simulation and Grading P1-P3; Analysis P1; Simulation Results and four outcome subsections; Limitations P1-P2,https://jbi.global/sites/default/files/2026-05/2_JBI%20checklist%20for%20quasi-experimental%20studies.docx,
EV-0896,JBI Quasi-Experimental Studies,2023 tool; Barker et al. 2024,RISK_OF_BIAS_APPRAISAL,QUASI_EXPERIMENTAL_STUDY,Q8,follow-up complete or adequately analyzed,UNCLEAR,Participant Selection P1; Training P1; Simulation and Grading P1-P3; Analysis P1; Simulation Results and four outcome subsections; Limitations P1-P2,https://jbi.global/sites/default/files/2026-05/2_JBI%20checklist%20for%20quasi-experimental%20studies.docx,
EV-0896,JBI Quasi-Experimental Studies,2023 tool; Barker et al. 2024,RISK_OF_BIAS_APPRAISAL,QUASI_EXPERIMENTAL_STUDY,Q9,appropriate statistical analysis,NO,Participant Selection P1; Training P1; Simulation and Grading P1-P3; Analysis P1; Simulation Results and four outcome subsections; Limitations P1-P2,https://jbi.global/sites/default/files/2026-05/2_JBI%20checklist%20for%20quasi-experimental%20studies.docx,
EV-1328,JBI Quasi-Experimental Studies,2023 tool; Barker et al. 2024,RISK_OF_BIAS_APPRAISAL,QUASI_EXPERIMENTAL_STUDY,Q1,cause and effect temporal order clear,YES,Setting and Design P1-P2; Analytical Methods P1; Results P1-P3; Tables 4-5; Limitations P1,https://jbi.global/sites/default/files/2026-05/2_JBI%20checklist%20for%20quasi-experimental%20studies.docx,
EV-1328,JBI Quasi-Experimental Studies,2023 tool; Barker et al. 2024,RISK_OF_BIAS_APPRAISAL,QUASI_EXPERIMENTAL_STUDY,Q2,control group present,NO,Setting and Design P1-P2; Analytical Methods P1; Results P1-P3; Tables 4-5; Limitations P1,https://jbi.global/sites/default/files/2026-05/2_JBI%20checklist%20for%20quasi-experimental%20studies.docx,
EV-1328,JBI Quasi-Experimental Studies,2023 tool; Barker et al. 2024,RISK_OF_BIAS_APPRAISAL,QUASI_EXPERIMENTAL_STUDY,Q3,comparison participants similar,YES,Setting and Design P1-P2; Analytical Methods P1; Results P1-P3; Tables 4-5; Limitations P1,https://jbi.global/sites/default/files/2026-05/2_JBI%20checklist%20for%20quasi-experimental%20studies.docx,
EV-1328,JBI Quasi-Experimental Studies,2023 tool; Barker et al. 2024,RISK_OF_BIAS_APPRAISAL,QUASI_EXPERIMENTAL_STUDY,Q4,comparison participants received similar care apart from exposure,UNCLEAR,Setting and Design P1-P2; Analytical Methods P1; Results P1-P3; Tables 4-5; Limitations P1,https://jbi.global/sites/default/files/2026-05/2_JBI%20checklist%20for%20quasi-experimental%20studies.docx,
EV-1328,JBI Quasi-Experimental Studies,2023 tool; Barker et al. 2024,RISK_OF_BIAS_APPRAISAL,QUASI_EXPERIMENTAL_STUDY,Q5,multiple outcome measurements pre and post,YES,Setting and Design P1-P2; Analytical Methods P1; Results P1-P3; Tables 4-5; Limitations P1,https://jbi.global/sites/default/files/2026-05/2_JBI%20checklist%20for%20quasi-experimental%20studies.docx,
EV-1328,JBI Quasi-Experimental Studies,2023 tool; Barker et al. 2024,RISK_OF_BIAS_APPRAISAL,QUASI_EXPERIMENTAL_STUDY,Q6,comparison outcomes measured in the same way,YES,Setting and Design P1-P2; Analytical Methods P1; Results P1-P3; Tables 4-5; Limitations P1,https://jbi.global/sites/default/files/2026-05/2_JBI%20checklist%20for%20quasi-experimental%20studies.docx,
EV-1328,JBI Quasi-Experimental Studies,2023 tool; Barker et al. 2024,RISK_OF_BIAS_APPRAISAL,QUASI_EXPERIMENTAL_STUDY,Q7,outcomes measured reliably,NO,Setting and Design P1-P2; Analytical Methods P1; Results P1-P3; Tables 4-5; Limitations P1,https://jbi.global/sites/default/files/2026-05/2_JBI%20checklist%20for%20quasi-experimental%20studies.docx,
EV-1328,JBI Quasi-Experimental Studies,2023 tool; Barker et al. 2024,RISK_OF_BIAS_APPRAISAL,QUASI_EXPERIMENTAL_STUDY,Q8,follow-up complete or adequately analyzed,YES,Setting and Design P1-P2; Analytical Methods P1; Results P1-P3; Tables 4-5; Limitations P1,https://jbi.global/sites/default/files/2026-05/2_JBI%20checklist%20for%20quasi-experimental%20studies.docx,
EV-1328,JBI Quasi-Experimental Studies,2023 tool; Barker et al. 2024,RISK_OF_BIAS_APPRAISAL,QUASI_EXPERIMENTAL_STUDY,Q9,appropriate statistical analysis,UNCLEAR,Setting and Design P1-P2; Analytical Methods P1; Results P1-P3; Tables 4-5; Limitations P1,https://jbi.global/sites/default/files/2026-05/2_JBI%20checklist%20for%20quasi-experimental%20studies.docx,
